Divisi,Varietas Tebu,Kawasan,Nama Blok,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm),is_imputed,stem_borer_label,top_borer_label,kutu_perisai_label,Kategori Luas Tanah
IV,GMP 3,6.0,124 TU 52,2023-05-15,5.2,2022-10-01,RC1,7,7.08,6.04,2.95,5,0,6,170,0.0,84,0,Sedang,Sedang,Sedang,Medium
IV,GMP 3,6.0,124 TU 52,2023-06-15,5.2,2022-10-01,RC1,8,4.78,7.58,5.25,5,5,0,190,0.0,115,0,Sedang,Sedang,Sedang,Medium
IV,GMP 3,6.0,124 TU 52,2023-07-15,5.2,2022-10-01,RC1,9,11.11,8.43,5.75,5,6,16,200,0.0,146,0,Tinggi,Sedang,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-08-15,5.2,,RC1,10,9.43,5.28,0.3,4,0,0,0,0.0,233,1,Sedang,Sedang,Rendah,Medium
IV,GMP 3,6.0,124 TU 52,2023-09-15,5.2,,RC1,11,9.43,5.28,0.3,4,0,0,0,0.0,233,1,Sedang,Sedang,Rendah,Medium
V,R34,29.0,126 BS 18,2023-01-15,6.26,2022-10-01,RC1,3,0.0,0.45,0.0,5,5,0,0,0.0,225,0,Rendah,Rendah,Rendah,Medium
V,R34,29.0,126 BS 18,2023-02-15,6.26,2022-10-01,RC1,4,0.77,2.98,0.1,5,0,0,90,0.0,286,0,Rendah,Sedang,Sedang,Medium
V,R34,29.0,126 BS 18,2023-03-15,6.26,2022-10-01,RC1,5,3.77,4.54,0.05,5,0,0,130,0.0,494,0,Sedang,Sedang,Rendah,Medium
V,R34,29.0,126 BS 18,2023-04-15,6.26,2022-10-01,RC1,6,3.55,4.56,3.15,6,0,0,0,0.0,168,0,Sedang,Sedang,Sedang,Medium
V,R34,29.0,126 BS 18,2023-05-15,6.26,2022-10-01,RC1,7,1.86,6.68,4.45,6,5,10,120,10.0,128,0,Rendah,Sedang,Sedang,Medium
V,R34,29.0,126 BS 18,2023-06-15,6.26,2022-10-01,RC1,8,6.23,7.09,11.75,7,0,0,120,0.0,140,0,Sedang,Sedang,Sedang,Medium
V,R34,29.0,126 BS 18,2023-07-15,6.26,2022-10-01,RC1,9,9.8,7.91,10.45,5,0,0,50,0.0,97,0,Tinggi,Sedang,Sedang,Medium
V,R34,29.0,126 BS 18,2023-08-15,6.26,,RC1,10,9.8,7.91,10.45,5,0,0,50,0.0,225,1,Sedang,Sedang,Rendah,Medium
V,R34,29.0,126 BS 18,2023-09-15,6.26,,RC1,11,9.8,7.91,10.45,5,0,0,50,0.0,225,1,Sedang,Sedang,Rendah,Medium
V,R34,29.0,126 BS 20,2023-01-15,7.42,2022-10-01,RC1,3,0.0,0.0,0.0,5,5,0,0,0.0,225,0,Rendah,Rendah,Rendah,Big
V,R34,29.0,126 BS 20,2023-02-15,7.42,2022-10-01,RC1,4,0.0,1.48,0.0,5,0,0,90,0.0,286,0,Rendah,Rendah,Rendah,Big
V,R34,29.0,126 BS 20,2023-03-15,7.42,2022-10-01,RC1,5,1.99,3.34,0.0,5,0,0,130,0.0,494,0,Rendah,Sedang,Rendah,Big
V,R34,29.0,126 BS 20,2023-04-15,7.42,2022-10-01,RC1,6,4.7,3.82,0.5,6,0,0,0,0.0,168,0,Sedang,Sedang,Sedang,Big
V,R34,29.0,126 BS 20,2023-05-15,7.42,2022-10-01,RC1,7,6.36,10.19,0.85,6,5,10,120,10.0,128,0,Sedang,Tinggi,Rendah,Big
V,R34,29.0,126 BS 20,2023-06-15,7.42,2022-10-01,RC1,8,7.01,10.09,0.5,7,0,0,120,0.0,140,0,Sedang,Tinggi,Rendah,Big
V,R34,29.0,126 BS 20,2023-07-15,7.42,2022-10-01,RC1,9,9.09,13.91,3.9,5,0,0,50,0.0,97,0,Sedang,Tinggi,Rendah,Big
V,R34,29.0,126 BS 20,2023-08-15,7.42,,RC1,10,9.09,13.91,3.9,5,0,0,50,0.0,225,1,Sedang,Tinggi,Rendah,Big
V,R34,29.0,126 BS 20,2023-09-15,7.42,,RC1,11,9.09,13.91,3.9,5,0,0,50,0.0,225,1,Sedang,Tinggi,Rendah,Big
IV,G11,15.0,126 TU 50,2022-11-19,2.95,2022-08-01,PC,3,0.0,0.0,0.0,6,5,0,0,10.1,201,0,Rendah,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2022-12-19,2.95,2022-08-01,PC,4,0.0,0.0,0.0,5,0,0,0,0.0,251,0,Rendah,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-01-19,2.95,2022-08-01,PC,5,0.0,0.0,0.17,5,4,0,160,7.0,233,0,Rendah,Rendah,Sedang,Small
IV,G11,15.0,126 TU 50,2023-02-19,2.95,2022-08-01,PC,6,7.41,0.35,0.33,5,5,4,200,160.0,313,0,Sedang,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-03-19,2.95,2022-08-01,PC,7,0.0,1.92,0.5,5,0,0,300,7.0,402,0,Rendah,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-04-19,2.95,2022-08-01,PC,8,2.63,1.08,0.0,5,5,0,190,0.0,234,0,Rendah,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-05-19,2.95,2022-08-01,PC,9,2.44,1.06,2.5,5,5,0,200,0.0,84,0,Rendah,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-06-19,2.95,2022-08-01,PC,10,7.61,4.43,8.83,6,5,0,200,0.0,115,0,Sedang,Rendah,Rendah,Small
IV,G11,15.0,126 TU 50,2023-07-19,2.95,2022-08-01,PC,11,4.08,8.43,91.17,0,0,0,200,5.0,146,0,Rendah,Sedang,Tinggi,Small
IV,GMP 7,6.0,126 TU 65,2022-11-12,2.61,2022-08-01,RC2,3,0.0,0.0,0.0,5,5,0,0,160.0,201,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2022-12-12,2.61,2022-08-01,RC2,4,0.0,0.84,0.0,5,4,0,0,0.0,251,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-01-12,2.61,2022-08-01,RC2,5,0.0,0.0,0.0,5,5,0,0,0.0,233,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-02-12,2.61,2022-08-01,RC2,6,1.56,2.66,0.0,5,5,4,200,0.0,313,0,Rendah,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-03-12,2.61,2022-08-01,RC2,7,3.23,6.22,0.0,5,5,3,200,150.0,402,0,Rendah,Sedang,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-04-12,2.61,2022-08-01,RC2,8,6.58,1.95,3.17,5,5,0,0,0.0,234,0,Sedang,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-05-12,2.61,2022-08-01,RC2,9,4.88,1.84,1.67,5,5,0,200,0.0,84,0,Sedang,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-06-12,2.61,2022-08-01,RC2,10,7.53,2.36,5.17,5,6,10,200,5.0,115,0,Sedang,Rendah,Rendah,Small
IV,GMP 7,6.0,126 TU 65,2023-07-12,2.61,,RC2,11,7.53,2.36,5.17,5,6,10,200,5.0,201,1,Sedang,Rendah,Rendah,Small
V,GMP 5,6.0,127 BU 31,2022-09-05,4.98,2022-06-01,RC2,3,2.33,0.47,0.0,5,5,0,101,10.3,108,0,Sedang,Rendah,Rendah,Medium
V,GMP 5,6.0,127 BU 31,2022-10-05,4.98,2022-06-01,RC2,4,0.0,0.37,0.0,5,5,0,105,10.3,315,0,Rendah,Rendah,Rendah,Medium
V,GMP 5,6.0,127 BU 31,2022-11-05,4.98,2022-06-01,RC2,5,2.04,0.58,0.05,5,5,0,109,0.0,314,0,Rendah,Rendah,Rendah,Medium
V,GMP 5,6.0,127 BU 31,2022-12-05,4.98,2022-06-01,RC2,6,4.4,2.95,0.5,5,5,0,100,0.0,241,0,Sedang,Rendah,Sedang,Medium
V,GMP 5,6.0,127 BU 31,2023-01-05,4.98,2022-06-01,RC2,7,3.29,2.22,1.2,5,5,0,0,0.0,225,0,Rendah,Rendah,Sedang,Medium
V,GMP 5,6.0,127 BU 31,2023-02-05,4.98,2022-06-01,RC2,8,8.16,11.54,28.35,5,5,0,0,0.0,286,0,Sedang,Tinggi,Tinggi,Medium
V,GMP 5,6.0,127 BU 31,2023-03-05,4.98,2022-06-01,RC2,9,6.09,7.72,47.7,5,5,0,0,0.0,494,0,Sedang,Sedang,Tinggi,Medium
V,GMP 5,6.0,127 BU 31,2023-04-05,4.98,2022-06-01,RC2,10,6.15,6.75,22.75,5,0,10,0,11.0,168,0,Sedang,Sedang,Sedang,Medium
V,GMP 5,6.0,127 BU 31,2023-05-05,4.98,,RC2,11,5.23,11.08,87.4,7,5,10,170,9.0,108,1,Sedang,Tinggi,Tinggi,Medium
V,GMP 5,6.0,128 BU 21,2022-08-22,5.12,2022-05-01,RC1,3,0.0,0.0,0.0,5,5,0,102,10.1,234,0,Rendah,Rendah,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2022-09-22,5.12,2022-05-01,RC1,4,0.0,0.63,0.1,5,5,0,100,10.0,108,0,Rendah,Rendah,Sedang,Medium
V,GMP 5,6.0,128 BU 21,2022-10-22,5.12,2022-05-01,RC1,5,1.39,2.15,0.0,5,5,0,100,10.0,315,0,Rendah,Rendah,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2022-11-22,5.12,2022-05-01,RC1,6,4.49,6.78,0.0,5,5,0,106,0.0,314,0,Sedang,Sedang,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2022-12-22,5.12,2022-05-01,RC1,7,0.93,3.5,0.0,5,5,0,102,0.0,241,0,Rendah,Sedang,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2023-01-22,5.12,2022-05-01,RC1,8,0.78,4.75,3.7,5,5,0,170,0.0,225,0,Rendah,Sedang,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2023-02-22,5.12,2022-05-01,RC1,9,1.45,11.81,0.4,5,5,3,108,0.0,286,0,Rendah,Tinggi,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2023-03-22,5.12,2022-05-01,RC1,10,1.33,5.24,2.7,5,5,10,0,10.3,494,0,Rendah,Sedang,Rendah,Medium
V,GMP 5,6.0,128 BU 21,2023-04-22,5.12,2022-05-01,RC1,11,5.23,11.08,87.4,7,5,10,170,9.0,168,0,Sedang,Tinggi,Tinggi,Medium
IV,GMP 3,28.0,128 TU 12,2023-01-15,4.18,2022-10-01,RC1,3,0.0,0.0,0.0,5,0,0,0,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,28.0,128 TU 12,2023-02-15,4.18,2022-10-01,RC1,4,0.0,3.03,0.0,5,0,0,0,0.0,313,0,Rendah,Sedang,Rendah,Medium
IV,GMP 3,28.0,128 TU 12,2023-03-15,4.18,2022-10-01,RC1,5,1.2,1.59,0.0,5,0,0,160,0.0,402,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,28.0,128 TU 12,2023-04-15,4.18,2022-10-01,RC1,6,8.0,3.11,2.7,5,5,0,0,0.0,234,0,Sedang,Sedang,Sedang,Medium
IV,GMP 3,28.0,128 TU 12,2023-05-15,4.18,2022-10-01,RC1,7,7.83,4.64,1.9,5,0,6,170,0.0,84,0,Sedang,Sedang,Sedang,Medium
IV,GMP 3,28.0,128 TU 12,2023-06-15,4.18,2022-10-01,RC1,8,12.0,7.45,4.8,5,5,0,190,0.0,115,0,Tinggi,Sedang,Rendah,Medium
IV,GMP 3,28.0,128 TU 12,2023-07-15,4.18,2022-10-01,RC1,9,7.3,11.85,5.9,5,6,16,200,0.0,146,0,Sedang,Tinggi,Rendah,Medium
IV,GMP 3,28.0,128 TU 12,2023-08-15,4.18,,RC1,10,6.96,10.24,78.95,5,6,10,200,5.0,233,1,Sedang,Tinggi,Tinggi,Medium
IV,GMP 3,28.0,128 TU 12,2023-09-15,4.18,,RC1,11,6.96,10.24,78.95,5,6,10,200,5.0,233,1,Sedang,Tinggi,Tinggi,Medium
IV,GMP 3,28.0,128 TU 14,2023-01-15,2.58,2022-10-01,RC1,3,0.0,0.0,0.0,5,0,0,0,0.0,233,0,Rendah,Rendah,Rendah,Small
IV,GMP 3,28.0,128 TU 14,2023-02-15,2.58,2022-10-01,RC1,4,0.0,2.59,0.0,5,0,0,0,0.0,313,0,Rendah,Sedang,Rendah,Small
IV,GMP 3,28.0,128 TU 14,2023-03-15,2.58,2022-10-01,RC1,5,2.13,3.28,0.0,5,0,0,160,0.0,402,0,Rendah,Sedang,Rendah,Small
IV,GMP 3,28.0,128 TU 14,2023-04-15,2.58,2022-10-01,RC1,6,6.67,3.26,2.0,5,5,0,0,0.0,234,0,Sedang,Sedang,Sedang,Small
IV,GMP 3,28.0,128 TU 14,2023-05-15,2.58,2022-10-01,RC1,7,7.69,5.32,1.17,5,0,6,170,0.0,84,0,Sedang,Sedang,Sedang,Small
IV,GMP 3,28.0,128 TU 14,2023-06-15,2.58,2022-10-01,RC1,8,9.33,9.77,4.67,5,5,0,190,0.0,115,0,Tinggi,Tinggi,Rendah,Small
IV,GMP 3,28.0,128 TU 14,2023-07-15,2.58,2022-10-01,RC1,9,4.82,12.9,3.17,5,6,16,200,0.0,146,0,Sedang,Tinggi,Rendah,Small
IV,GMP 3,28.0,128 TU 14,2023-08-15,2.58,,RC1,10,8.57,7.47,63.55,5,6,10,200,5.0,233,1,Sedang,Sedang,Tinggi,Small
IV,GMP 3,28.0,128 TU 14,2023-09-15,2.58,,RC1,11,8.57,7.47,63.55,5,6,10,200,5.0,233,1,Sedang,Sedang,Tinggi,Small
IV,GMP 3,28.0,128 TU 16,2023-01-15,5.67,2022-10-01,RC1,3,0.0,1.64,0.0,5,0,0,0,0.0,233,0,Rendah,Sedang,Rendah,Medium
IV,GMP 3,28.0,128 TU 16,2023-02-15,5.67,2022-10-01,RC1,4,0.0,3.24,0.0,5,0,0,0,0.0,313,0,Rendah,Sedang,Rendah,Medium
IV,GMP 3,28.0,128 TU 16,2023-03-15,5.67,2022-10-01,RC1,5,0.58,3.88,0.15,5,0,0,160,0.0,402,0,Rendah,Sedang,Sedang,Medium
IV,GMP 3,28.0,128 TU 16,2023-04-15,5.67,2022-10-01,RC1,6,6.81,2.82,1.55,5,5,0,0,0.0,234,0,Sedang,Rendah,Sedang,Medium
IV,GMP 3,28.0,128 TU 16,2023-05-15,5.67,2022-10-01,RC1,7,5.24,5.52,1.05,5,0,6,170,0.0,84,0,Sedang,Sedang,Sedang,Medium
IV,GMP 3,28.0,128 TU 16,2023-06-15,5.67,2022-10-01,RC1,8,7.44,8.19,3.7,5,5,0,190,0.0,115,0,Sedang,Sedang,Rendah,Medium
IV,GMP 3,28.0,128 TU 16,2023-07-15,5.67,2022-10-01,RC1,9,6.62,13.29,10.1,5,6,16,200,0.0,146,0,Sedang,Tinggi,Sedang,Medium
IV,GMP 3,28.0,128 TU 16,2023-08-15,5.67,,RC1,10,6.96,10.24,78.95,5,6,10,200,5.0,233,1,Sedang,Tinggi,Tinggi,Medium
IV,GMP 3,28.0,128 TU 16,2023-09-15,5.67,,RC1,11,6.96,10.24,78.95,5,6,10,200,5.0,233,1,Sedang,Tinggi,Tinggi,Medium
V,R54,23.0,129 BS 10,2023-01-15,9.35,2022-10-01,PC,3,0.0,0.52,0.0,0,0,0,0,0.0,225,0,Rendah,Rendah,Rendah,Big
V,R54,23.0,129 BS 10,2023-02-15,9.35,2022-10-01,PC,4,0.0,1.01,0.0,0,0,0,0,0.0,286,0,Rendah,Rendah,Rendah,Big
V,R54,23.0,129 BS 10,2023-03-15,9.35,2022-10-01,PC,5,1.96,3.61,0.45,0,0,0,0,0.0,494,0,Rendah,Sedang,Sedang,Big
V,R54,23.0,129 BS 10,2023-04-15,9.35,2022-10-01,PC,6,3.74,7.76,1.05,0,0,0,0,0.0,168,0,Sedang,Sedang,Sedang,Big
V,R54,23.0,129 BS 10,2023-05-15,9.35,2022-10-01,PC,7,4.83,8.5,0.45,0,0,0,0,0.0,128,0,Sedang,Sedang,Rendah,Big
V,R54,23.0,129 BS 10,2023-06-15,9.35,2022-10-01,PC,8,7.6,10.83,1.3,0,0,0,0,0.0,140,0,Sedang,Tinggi,Rendah,Big
V,R54,23.0,129 BS 10,2023-07-15,9.35,2022-10-01,PC,9,5.64,10.12,1.3,0,0,0,0,0.0,97,0,Sedang,Tinggi,Rendah,Big
V,R54,23.0,129 BS 10,2023-08-15,9.35,2022-10-01,PC,10,7.64,11.54,23.7,0,0,0,0,0.0,0,0,Sedang,Tinggi,Sedang,Big
V,R54,23.0,129 BS 10,2023-09-15,9.35,,PC,11,4.91,5.45,12.4,0,0,0,0,0.0,225,1,Rendah,Sedang,Rendah,Big
V,R7,29.0,129 BS 18,2022-10-16,4.31,2022-07-01,RC1,3,0.0,1.07,0.0,6,0,0,90,10.0,315,0,Rendah,Rendah,Rendah,Medium
V,R7,29.0,129 BS 18,2022-11-16,4.31,2022-07-01,RC1,4,1.72,1.19,0.0,5,0,0,107,0.0,314,0,Rendah,Rendah,Rendah,Medium
V,R7,29.0,129 BS 18,2022-12-16,4.31,2022-07-01,RC1,5,0.64,1.36,0.0,5,0,0,0,0.0,241,0,Rendah,Rendah,Rendah,Medium
V,R7,29.0,129 BS 18,2023-01-16,4.31,2022-07-01,RC1,6,0.0,5.17,0.0,5,0,0,60,0.0,225,0,Rendah,Sedang,Rendah,Medium
V,R7,29.0,129 BS 18,2023-02-16,4.31,2022-07-01,RC1,7,1.4,5.62,0.0,5,0,0,80,0.0,286,0,Rendah,Sedang,Rendah,Medium
V,R7,29.0,129 BS 18,2023-03-16,4.31,2022-07-01,RC1,8,3.64,7.28,0.3,5,0,0,0,0.0,494,0,Rendah,Sedang,Rendah,Medium
V,R7,29.0,129 BS 18,2023-04-16,4.31,2022-07-01,RC1,9,6.03,7.6,6.25,5,0,0,0,0.0,168,0,Sedang,Sedang,Rendah,Medium
V,R7,29.0,129 BS 18,2023-05-16,4.31,,RC1,10,6.03,7.6,6.25,5,0,0,0,0.0,315,1,Sedang,Sedang,Rendah,Medium
V,R7,29.0,129 BS 18,2023-06-16,4.31,,RC1,11,6.03,7.6,6.25,5,0,0,0,0.0,315,1,Sedang,Sedang,Rendah,Medium
V,R7,29.0,129 BS 22,2022-10-16,3.6,2022-07-01,RC1,3,0.0,0.18,0.0,6,0,0,90,10.0,315,0,Rendah,Rendah,Rendah,Small
V,R7,29.0,129 BS 22,2022-11-16,3.6,2022-07-01,RC1,4,0.0,0.0,0.0,5,0,0,107,0.0,314,0,Rendah,Rendah,Rendah,Small
V,R7,29.0,129 BS 22,2022-12-16,3.6,2022-07-01,RC1,5,0.0,0.2,0.0,5,0,0,0,0.0,241,0,Rendah,Rendah,Rendah,Small
V,R7,29.0,129 BS 22,2023-01-16,3.6,2022-07-01,RC1,6,4.26,1.54,0.0,5,0,0,60,0.0,225,0,Sedang,Rendah,Rendah,Small
V,R7,29.0,129 BS 22,2023-02-16,3.6,2022-07-01,RC1,7,0.92,4.72,0.4,5,0,0,80,0.0,286,0,Rendah,Sedang,Rendah,Small
V,R7,29.0,129 BS 22,2023-03-16,3.6,2022-07-01,RC1,8,3.17,5.85,0.4,5,0,0,0,0.0,494,0,Rendah,Sedang,Rendah,Small
V,R7,29.0,129 BS 22,2023-04-16,3.6,2022-07-01,RC1,9,2.26,9.58,0.8,5,0,0,0,0.0,168,0,Rendah,Tinggi,Rendah,Small
V,R7,29.0,129 BS 22,2023-05-16,3.6,,RC1,10,2.26,9.58,0.8,5,0,0,0,0.0,315,1,Rendah,Sedang,Rendah,Small
V,R7,29.0,129 BS 22,2023-06-16,3.6,,RC1,11,2.26,9.58,0.8,5,0,0,0,0.0,315,1,Rendah,Sedang,Rendah,Small
V,R08,11.0,129 BU 17,2022-09-07,7.04,2022-06-01,PC,3,0.0,1.04,0.0,5,5,0,90,10.0,108,0,Rendah,Rendah,Rendah,Big
V,R08,11.0,129 BU 17,2022-10-07,7.04,2022-06-01,PC,4,0.84,1.48,0.0,5,5,0,110,11.0,315,0,Rendah,Rendah,Rendah,Big
V,R08,11.0,129 BU 17,2022-11-07,7.04,2022-06-01,PC,5,0.0,6.44,0.0,5,5,0,107,0.0,314,0,Rendah,Sedang,Rendah,Big
V,R08,11.0,129 BU 17,2022-12-07,7.04,2022-06-01,PC,6,1.61,5.05,0.05,5,4,0,103,0.0,241,0,Rendah,Sedang,Rendah,Big
V,R08,11.0,129 BU 17,2023-01-07,7.04,2022-06-01,PC,7,1.38,16.21,0.0,5,5,0,200,0.0,225,0,Rendah,Tinggi,Rendah,Big
V,R08,11.0,129 BU 17,2023-02-07,7.04,2022-06-01,PC,8,3.66,11.87,8.9,5,5,4,0,0.0,286,0,Rendah,Tinggi,Sedang,Big
V,R08,11.0,129 BU 17,2023-03-07,7.04,2022-06-01,PC,9,1.81,7.65,1.95,5,4,9,200,7.0,494,0,Rendah,Sedang,Rendah,Big
V,R08,11.0,129 BU 17,2023-04-07,7.04,2022-06-01,PC,10,1.89,9.43,59.75,6,5,10,300,10.0,168,0,Rendah,Sedang,Tinggi,Big
V,R08,11.0,129 BU 17,2023-05-07,7.04,2022-06-01,PC,11,2.93,7.91,73.5,0,0,10,120,10.3,128,0,Rendah,Sedang,Tinggi,Big
V,GMP 5,6.0,129 BU 23,2022-08-22,9.67,2022-05-01,RC1,3,0.0,0.61,0.0,5,5,0,102,10.1,234,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 23,2022-09-22,9.67,2022-05-01,RC1,4,0.0,1.3,0.0,5,5,0,100,10.0,108,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 23,2022-10-22,9.67,2022-05-01,RC1,5,0.0,1.33,0.0,5,5,0,100,10.0,315,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 23,2022-11-22,9.67,2022-05-01,RC1,6,1.14,9.07,0.0,5,5,0,106,0.0,314,0,Rendah,Tinggi,Rendah,Big
V,GMP 5,6.0,129 BU 23,2022-12-22,9.67,2022-05-01,RC1,7,0.74,3.54,0.05,5,5,0,102,0.0,241,0,Rendah,Sedang,Rendah,Big
V,GMP 5,6.0,129 BU 23,2023-01-22,9.67,2022-05-01,RC1,8,0.81,6.35,1.7,5,5,0,170,0.0,225,0,Rendah,Sedang,Rendah,Big
V,GMP 5,6.0,129 BU 23,2023-02-22,9.67,2022-05-01,RC1,9,1.08,14.67,0.3,5,5,3,108,0.0,286,0,Rendah,Tinggi,Rendah,Big
V,GMP 5,6.0,129 BU 23,2023-03-22,9.67,2022-05-01,RC1,10,2.68,11.11,1.25,5,5,10,0,10.3,494,0,Rendah,Tinggi,Rendah,Big
V,GMP 5,6.0,129 BU 23,2023-04-22,9.67,2022-05-01,RC1,11,2.81,14.62,59.9,7,5,10,170,9.0,168,0,Rendah,Tinggi,Tinggi,Big
V,GMP 5,6.0,129 BU 27,2022-09-05,9.99,2022-06-01,RC1,3,1.15,1.36,0.0,5,5,0,101,10.3,108,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 27,2022-10-05,9.99,2022-06-01,RC1,4,0.96,1.53,0.0,5,5,0,105,10.3,315,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 27,2022-11-05,9.99,2022-06-01,RC1,5,1.38,2.23,0.0,5,5,0,109,0.0,314,0,Rendah,Rendah,Rendah,Big
V,GMP 5,6.0,129 BU 27,2022-12-05,9.99,2022-06-01,RC1,6,3.8,7.0,0.6,5,5,0,100,0.0,241,0,Sedang,Sedang,Sedang,Big
V,GMP 5,6.0,129 BU 27,2023-01-05,9.99,2022-06-01,RC1,7,3.29,4.19,0.2,5,5,0,0,0.0,225,0,Rendah,Sedang,Rendah,Big
V,GMP 5,6.0,129 BU 27,2023-02-05,9.99,2022-06-01,RC1,8,2.82,15.23,20.7,5,5,0,0,0.0,286,0,Rendah,Tinggi,Tinggi,Big
V,GMP 5,6.0,129 BU 27,2023-03-05,9.99,2022-06-01,RC1,9,6.12,9.6,76.0,5,5,0,0,0.0,494,0,Sedang,Tinggi,Tinggi,Big
V,GMP 5,6.0,129 BU 27,2023-04-05,9.99,2022-06-01,RC1,10,8.79,20.0,51.5,5,0,10,0,11.0,168,0,Sedang,Tinggi,Tinggi,Big
V,GMP 5,6.0,129 BU 27,2023-05-05,9.99,,RC1,11,5.23,11.08,87.4,7,5,10,170,9.0,108,1,Sedang,Tinggi,Tinggi,Big
V,GMP 7,3.0,129 BU 45,2022-11-02,6.18,2022-08-01,RC1,3,0.0,0.49,0.0,5,0,0,104,0.0,314,0,Rendah,Rendah,Rendah,Medium
V,GMP 7,3.0,129 BU 45,2022-12-02,6.18,2022-08-01,RC1,4,0.83,1.08,0.0,6,4,0,90,0.0,241,0,Rendah,Rendah,Rendah,Medium
V,GMP 7,3.0,129 BU 45,2023-01-02,6.18,2022-08-01,RC1,5,1.29,1.51,0.1,5,0,0,0,0.0,225,0,Rendah,Rendah,Sedang,Medium
V,GMP 7,3.0,129 BU 45,2023-02-02,6.18,2022-08-01,RC1,6,0.0,2.35,0.0,5,0,0,0,0.0,286,0,Rendah,Rendah,Rendah,Medium
V,GMP 7,3.0,129 BU 45,2023-03-02,6.18,2022-08-01,RC1,7,2.78,5.24,2.35,5,0,0,100,0.0,494,0,Rendah,Sedang,Sedang,Medium
V,GMP 7,3.0,129 BU 45,2023-04-02,6.18,2022-08-01,RC1,8,1.7,5.76,0.65,5,0,0,140,0.0,168,0,Rendah,Sedang,Rendah,Medium
V,GMP 7,3.0,129 BU 45,2023-05-02,6.18,2022-08-01,RC1,9,4.53,3.63,65.8,6,4,0,0,0.0,128,0,Sedang,Rendah,Tinggi,Medium
V,GMP 7,3.0,129 BU 45,2023-06-02,6.18,2022-08-01,RC1,10,4.47,4.42,67.05,6,0,9,140,10.1,140,0,Rendah,Rendah,Tinggi,Medium
V,GMP 7,3.0,129 BU 45,2023-07-02,6.18,,RC1,11,4.47,4.42,67.05,6,0,9,140,10.1,314,1,Rendah,Rendah,Tinggi,Medium
IV,GMP 3,28.0,129 TU 16,2023-01-15,4.35,2022-10-01,RC1,3,0.0,0.91,0.0,5,0,0,0,0.0,233,0,Rendah,Rendah,Rendah,Medium
IV,GMP 3,28.0,129 TU 16,2023-02-15,4.35,2022-10-01,RC1,4,0.0,4.17,0.0,5,0,0,0,0.0,313,0,Rendah,Sedang,Rendah,Medium
IV,GMP 3,28.0,129 TU 16,2023-03-15,4.35,2022-10-01,RC1,5,0.0,4.46,0.0,5,0,0,160,0.0,402,0,Rendah,Sedang,Rendah,Medium
IV,GMP 3,28.0,129 TU 16,2023-04-15,4.35,2022-10-01,RC1,6,8.91,1.16,1.4,5,5,0,0,0.0,234,0,Tinggi,Rendah,Sedang,Medium
IV,GMP 3,28.0,129 TU 16,2023-05-15,4.35,2022-10-01,RC1,7,8.41,4.8,0.7,5,0,6,170,0.0,84,0,Sedang,Sedang,Rendah,Medium
IV,GMP 3,28.0,129 TU 16,2023-06-15,4.35,2022-10-01,RC1,8,9.84,7.69,4.1,5,5,0,190,0.0,115,0,Tinggi,Sedang,Rendah,Medium
IV,GMP 3,28.0,129 TU 16,2023-07-15,4.35,2022-10-01,RC1,9,7.97,11.96,24.1,5,6,16,200,0.0,146,0,Sedang,Tinggi,Tinggi,Medium
