Divisi,Varietas Tebu,Kawasan,Nama Blok,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Umur,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm),is_imputed,stem_borer_label,top_borer_label,kutu_perisai_label,Kategori Luas Tanah
VI,GMP 7,26.0,297 TU 123,2023-06-26,3.48,2022-08-01,RC1,10,5.37,4.54,123.5,5,4,0,0,0.0,114,0,Sedang,Rendah,Tinggi,Small
VI,GMP 7,26.0,297 TU 123,2023-07-26,3.48,2022-08-01,RC1,11,6.98,4.47,200.0,0,0,0,0,0.0,79,0,Sedang,Rendah,Tinggi,Small
VI,GMP 3,26.0,297 TU 128,2022-12-27,2.2,2022-09-01,PC,3,0.0,0.5,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-01-27,2.2,2022-09-01,PC,4,0.0,1.37,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-02-27,2.2,2022-09-01,PC,5,0.0,0.93,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-03-27,2.2,2022-09-01,PC,6,1.75,4.56,0.0,5,4,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-04-27,2.2,2022-09-01,PC,7,1.52,5.49,0.0,5,0,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-05-27,2.2,2022-09-01,PC,8,3.95,12.03,2.33,5,5,0,0,0.0,128,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,26.0,297 TU 128,2023-06-27,2.2,2022-09-01,PC,9,3.45,12.17,72.67,5,4,0,0,0.0,114,0,Rendah,Tinggi,Tinggi,Small
VI,GMP 3,26.0,297 TU 128,2023-07-27,2.2,2022-09-01,PC,10,5.26,11.9,113.33,5,0,0,0,0.0,79,0,Sedang,Tinggi,Tinggi,Small
VI,GMP 3,26.0,297 TU 128,2023-08-27,2.2,2022-09-01,PC,11,3.57,12.21,50.0,0,0,0,0,0.0,32,0,Rendah,Tinggi,Tinggi,Small
VI,R69,25.0,298 TU 104,2022-12-14,4.02,2022-09-01,RC1,3,0.0,0.28,0.0,6,0,0,0,0.0,172,0,Rendah,Rendah,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-01-14,4.02,2022-09-01,RC1,4,0.0,0.27,0.0,5,5,0,0,0.0,271,0,Rendah,Rendah,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-02-14,4.02,2022-09-01,RC1,5,4.0,0.66,0.1,6,0,0,0,0.0,372,0,Sedang,Rendah,Sedang,Medium
VI,R69,25.0,298 TU 104,2023-03-14,4.02,2022-09-01,RC1,6,1.19,1.91,0.0,6,0,0,0,0.0,537,0,Rendah,Rendah,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-04-14,4.02,2022-09-01,RC1,7,2.97,3.44,0.2,5,0,0,0,0.0,283,0,Rendah,Rendah,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-05-14,4.02,2022-09-01,RC1,8,1.72,3.68,0.7,4,0,0,0,0.0,128,0,Rendah,Rendah,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-06-14,4.02,2022-09-01,RC1,9,6.0,6.1,0.0,6,0,0,0,0.0,114,0,Sedang,Sedang,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-07-14,4.02,,RC1,10,1.27,5.14,2.6,5,4,0,0,0.0,172,1,Rendah,Sedang,Rendah,Medium
VI,R69,25.0,298 TU 104,2023-08-14,4.02,,RC1,11,0.93,1.55,1.83,0,0,0,0,0.0,172,1,Rendah,Rendah,Rendah,Medium
VI,GMP 3,26.0,298 TU 129,2022-12-27,2.34,2022-09-01,PC,3,0.0,0.23,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,298 TU 129,2023-01-27,2.34,2022-09-01,PC,4,0.0,0.28,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,298 TU 129,2023-02-27,2.34,2022-09-01,PC,5,4.17,6.07,0.0,5,0,0,0,0.0,372,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,26.0,298 TU 129,2023-03-27,2.34,2022-09-01,PC,6,3.28,1.57,0.0,5,4,0,0,0.0,537,0,Sedang,Rendah,Rendah,Small
VI,GMP 3,26.0,298 TU 129,2023-04-27,2.34,2022-09-01,PC,7,2.94,3.2,0.33,5,0,0,0,0.0,283,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,298 TU 129,2023-05-27,2.34,2022-09-01,PC,8,2.56,4.03,14.33,5,5,0,0,0.0,128,0,Rendah,Sedang,Sedang,Small
VI,GMP 3,26.0,298 TU 129,2023-06-27,2.34,2022-09-01,PC,9,5.49,4.06,24.0,5,4,0,0,0.0,114,0,Sedang,Rendah,Tinggi,Small
VI,GMP 3,26.0,298 TU 129,2023-07-27,2.34,2022-09-01,PC,10,6.06,3.94,157.5,5,0,0,0,0.0,79,0,Sedang,Rendah,Tinggi,Small
VI,GMP 3,26.0,298 TU 129,2023-08-27,2.34,,PC,11,3.57,12.21,50.0,0,0,0,0,0.0,172,1,Rendah,Tinggi,Tinggi,Small
VI,GMP 3,27.0,299 TU 115,2022-12-27,3.47,2022-09-01,RC2,3,0.0,0.24,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-01-27,3.47,2022-09-01,RC2,4,0.0,0.14,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-02-27,3.47,2022-09-01,RC2,5,0.0,0.53,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-03-27,3.47,2022-09-01,RC2,6,0.0,1.26,0.0,5,4,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-04-27,3.47,2022-09-01,RC2,7,5.71,6.53,1.8,5,0,0,0,0.0,283,0,Sedang,Sedang,Sedang,Small
VI,GMP 3,27.0,299 TU 115,2023-05-27,3.47,2022-09-01,RC2,8,3.88,10.11,3.0,5,5,0,0,0.0,128,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-06-27,3.47,2022-09-01,RC2,9,4.58,10.98,5.9,5,4,0,0,0.0,114,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-07-27,3.47,,RC2,10,1.67,2.99,0.4,5,4,0,0,0.0,172,1,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 115,2023-08-27,3.47,,RC2,11,1.16,3.6,13.0,0,0,0,0,0.0,172,1,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2022-12-27,3.91,2022-09-01,RC2,3,0.0,0.84,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-01-27,3.91,2022-09-01,RC2,4,0.0,0.16,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-02-27,3.91,2022-09-01,RC2,5,1.39,2.06,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-03-27,3.91,2022-09-01,RC2,6,2.13,0.72,0.0,5,4,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-04-27,3.91,2022-09-01,RC2,7,0.96,2.92,0.6,5,0,0,0,0.0,283,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-05-27,3.91,2022-09-01,RC2,8,0.85,5.64,0.6,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-06-27,3.91,2022-09-01,RC2,9,3.27,6.48,6.4,5,4,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-07-27,3.91,,RC2,10,1.67,2.99,0.4,5,4,0,0,0.0,172,1,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,299 TU 117,2023-08-27,3.91,,RC2,11,1.16,3.6,13.0,0,0,0,0,0.0,172,1,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 121,2023-01-15,2.98,2022-10-01,RC1,3,0.0,0.15,0.0,0,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 121,2023-02-15,2.98,2022-10-01,RC1,4,0.0,1.2,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 121,2023-03-15,2.98,2022-10-01,RC1,5,0.0,1.39,0.0,6,0,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 121,2023-04-15,2.98,2022-10-01,RC1,6,1.92,5.8,0.0,10,0,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,R69,27.0,299 TU 121,2023-05-15,2.98,2022-10-01,RC1,7,1.64,10.19,0.33,5,5,0,0,0.0,128,0,Rendah,Tinggi,Rendah,Small
VI,R69,27.0,299 TU 121,2023-06-15,2.98,2022-10-01,RC1,8,2.41,8.99,9.5,0,0,0,0,0.0,114,0,Rendah,Sedang,Sedang,Small
VI,R69,27.0,299 TU 121,2023-07-15,2.98,2022-10-01,RC1,9,2.22,10.61,114.0,0,0,0,0,0.0,79,0,Rendah,Tinggi,Tinggi,Small
VI,R69,27.0,299 TU 121,2023-08-15,2.98,,RC1,10,2.7,8.23,4.1,5,4,0,0,0.0,271,1,Rendah,Sedang,Rendah,Small
VI,R69,27.0,299 TU 121,2023-09-15,2.98,,RC1,11,1.16,3.6,13.0,0,0,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 122,2023-01-15,3.39,2022-10-01,RC1,3,0.0,0.0,0.0,0,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 122,2023-02-15,3.39,2022-10-01,RC1,4,0.0,1.94,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,299 TU 122,2023-03-15,3.39,2022-10-01,RC1,5,1.32,5.56,0.0,6,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,R69,27.0,299 TU 122,2023-04-15,3.39,2022-10-01,RC1,6,1.19,11.75,0.0,10,0,0,0,0.0,283,0,Rendah,Tinggi,Rendah,Small
VI,R69,27.0,299 TU 122,2023-05-15,3.39,2022-10-01,RC1,7,3.16,20.88,0.0,5,5,0,0,0.0,128,0,Rendah,Tinggi,Rendah,Small
VI,R69,27.0,299 TU 122,2023-06-15,3.39,2022-10-01,RC1,8,4.96,20.41,2.4,0,0,0,0,0.0,114,0,Sedang,Tinggi,Rendah,Small
VI,R69,27.0,299 TU 122,2023-07-15,3.39,2022-10-01,RC1,9,0.0,26.38,90.7,0,0,0,0,0.0,79,0,Rendah,Tinggi,Tinggi,Small
VI,R69,27.0,299 TU 122,2023-08-15,3.39,,RC1,10,2.7,8.23,4.1,5,4,0,0,0.0,271,1,Rendah,Sedang,Rendah,Small
VI,R69,27.0,299 TU 122,2023-09-15,3.39,,RC1,11,1.16,3.6,13.0,0,0,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2022-12-27,3.78,2022-09-01,PC,3,0.0,0.74,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-01-27,3.78,2022-09-01,PC,4,1.75,1.34,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-02-27,3.78,2022-09-01,PC,5,0.0,2.87,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-03-27,3.78,2022-09-01,PC,6,3.16,2.72,0.0,5,4,0,0,0.0,537,0,Sedang,Rendah,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-04-27,3.78,2022-09-01,PC,7,4.59,5.73,0.0,5,0,0,0,0.0,283,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-05-27,3.78,2022-09-01,PC,8,4.76,8.99,1.3,5,5,0,0,0.0,128,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-06-27,3.78,2022-09-01,PC,9,2.05,9.12,9.3,5,4,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,26.0,299 TU 129,2023-07-27,3.78,2022-09-01,PC,10,1.88,9.31,39.5,5,0,0,0,0.0,79,0,Rendah,Sedang,Sedang,Small
VI,GMP 3,26.0,299 TU 129,2023-08-27,3.78,,PC,11,4.85,7.24,137.0,0,0,0,0,0.0,172,1,Rendah,Sedang,Tinggi,Small
II,GMP 5,19.0,30 BS 23,2022-08-18,5.56,2022-05-01,RC1,3,1.27,1.63,0.0,5,5,6,90,10.0,120,0,Rendah,Sedang,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2022-09-18,5.56,2022-05-01,RC1,4,5.17,4.31,0.0,5,5,0,90,10.3,53,0,Sedang,Sedang,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2022-10-18,5.56,2022-05-01,RC1,5,1.46,8.68,0.05,5,5,0,101,10.3,295,0,Rendah,Tinggi,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2022-11-18,5.56,2022-05-01,RC1,6,0.52,9.87,0.4,5,5,0,140,10.0,194,0,Rendah,Tinggi,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2022-12-18,5.56,2022-05-01,RC1,7,4.19,9.02,0.0,5,5,0,105,10.0,163,0,Sedang,Tinggi,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2023-01-18,5.56,2022-05-01,RC1,8,9.02,24.29,1.2,5,5,0,100,0.0,140,0,Tinggi,Tinggi,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2023-02-18,5.56,2022-05-01,RC1,9,6.41,17.8,1.55,5,5,0,0,0.0,249,0,Sedang,Tinggi,Rendah,Medium
II,GMP 5,19.0,30 BS 23,2023-03-18,5.56,2022-05-01,RC1,10,5.56,34.81,24.8,5,5,0,100,0.0,391,0,Sedang,Tinggi,Sedang,Medium
II,GMP 5,19.0,30 BS 23,2023-04-18,5.56,,RC1,11,5.56,34.81,24.8,5,5,0,100,0.0,120,1,Sedang,Tinggi,Sedang,Medium
VI,GMP 3,27.0,301 TU 109,2023-01-15,2.32,2022-10-01,PC,3,0.0,0.58,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-02-15,2.32,2022-10-01,PC,4,0.0,0.77,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-03-15,2.32,2022-10-01,PC,5,2.17,1.63,0.0,5,0,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-04-15,2.32,2022-10-01,PC,6,5.56,2.59,0.0,5,5,0,0,0.0,283,0,Sedang,Rendah,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-05-15,2.32,2022-10-01,PC,7,4.62,4.87,0.0,5,5,0,0,0.0,128,0,Sedang,Sedang,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-06-15,2.32,2022-10-01,PC,8,1.15,8.98,0.83,5,0,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-07-15,2.32,2022-10-01,PC,9,4.3,9.96,0.0,5,5,0,0,0.0,79,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-08-15,2.32,2022-10-01,PC,10,3.13,10.0,1.17,0,0,0,0,0.0,32,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,27.0,301 TU 109,2023-09-15,2.32,,PC,11,6.98,4.95,55.8,0,0,0,0,0.0,271,1,Sedang,Rendah,Tinggi,Small
VI,R69,27.0,301 TU 121,2023-01-15,2.19,2022-10-01,RC1,3,0.0,0.5,0.0,0,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 121,2023-02-15,2.19,2022-10-01,RC1,4,0.0,0.49,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 121,2023-03-15,2.19,2022-10-01,RC1,5,2.27,2.69,0.0,6,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,R69,27.0,301 TU 121,2023-04-15,2.19,2022-10-01,RC1,6,3.92,4.39,0.0,10,0,0,0,0.0,283,0,Sedang,Sedang,Rendah,Small
VI,R69,27.0,301 TU 121,2023-05-15,2.19,2022-10-01,RC1,7,8.62,15.15,0.17,5,5,0,0,0.0,128,0,Tinggi,Tinggi,Rendah,Small
VI,R69,27.0,301 TU 121,2023-06-15,2.19,2022-10-01,RC1,8,4.76,15.36,1.83,0,0,0,0,0.0,114,0,Sedang,Tinggi,Rendah,Small
VI,R69,27.0,301 TU 121,2023-07-15,2.19,2022-10-01,RC1,9,1.2,25.57,125.5,0,0,0,0,0.0,79,0,Rendah,Tinggi,Tinggi,Small
VI,R69,27.0,301 TU 121,2023-08-15,2.19,,RC1,10,1.67,2.99,0.4,5,4,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 121,2023-09-15,2.19,,RC1,11,1.16,3.6,13.0,0,0,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 122,2023-01-15,2.35,2022-10-01,RC1,3,0.0,0.15,0.0,0,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 122,2023-02-15,2.35,2022-10-01,RC1,4,0.0,1.36,0.0,5,0,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,R69,27.0,301 TU 122,2023-03-15,2.35,2022-10-01,RC1,5,0.0,3.72,0.0,6,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,R69,27.0,301 TU 122,2023-04-15,2.35,2022-10-01,RC1,6,6.0,1.65,0.83,10,0,0,0,0.0,283,0,Sedang,Rendah,Sedang,Small
VI,R69,27.0,301 TU 122,2023-05-15,2.35,2022-10-01,RC1,7,13.79,5.67,0.0,5,5,0,0,0.0,128,0,Tinggi,Sedang,Rendah,Small
VI,R69,27.0,301 TU 122,2023-06-15,2.35,2022-10-01,RC1,8,4.3,6.25,9.17,0,0,0,0,0.0,114,0,Sedang,Sedang,Sedang,Small
VI,R69,27.0,301 TU 122,2023-07-15,2.35,2022-10-01,RC1,9,3.45,10.84,135.33,0,0,0,0,0.0,79,0,Rendah,Tinggi,Tinggi,Small
VI,R69,27.0,301 TU 122,2023-08-15,2.35,,RC1,10,8.33,10.19,1.3,0,0,0,0,0.0,271,1,Sedang,Tinggi,Rendah,Small
VI,R69,27.0,301 TU 122,2023-09-15,2.35,,RC1,11,1.16,3.6,13.0,0,0,0,0,0.0,271,1,Rendah,Rendah,Rendah,Small
VI,GMP 3,26.0,301 TU 129,2022-12-27,4.89,2022-09-01,PC,3,0.0,1.33,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-01-27,4.89,2022-09-01,PC,4,1.72,1.02,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-02-27,4.89,2022-09-01,PC,5,1.22,4.39,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-03-27,4.89,2022-09-01,PC,6,3.09,3.81,0.0,5,4,0,0,0.0,537,0,Sedang,Sedang,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-04-27,4.89,2022-09-01,PC,7,3.67,4.29,0.2,5,0,0,0,0.0,283,0,Sedang,Sedang,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-05-27,4.89,2022-09-01,PC,8,3.36,6.38,0.9,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-06-27,4.89,2022-09-01,PC,9,5.88,7.3,8.4,5,4,0,0,0.0,114,0,Sedang,Sedang,Rendah,Medium
VI,GMP 3,26.0,301 TU 129,2023-07-27,4.89,2022-09-01,PC,10,4.94,7.22,64.5,5,0,0,0,0.0,79,0,Rendah,Sedang,Tinggi,Medium
VI,GMP 3,26.0,301 TU 129,2023-08-27,4.89,,PC,11,3.57,12.21,50.0,0,0,0,0,0.0,172,1,Rendah,Tinggi,Tinggi,Medium
VI,GMP 7,27.0,303 TU 115,2022-11-05,3.58,2022-08-01,PC,3,0.0,0.0,0.0,5,4,0,0,0.0,259,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2022-12-05,3.58,2022-08-01,PC,4,0.0,0.65,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-01-05,3.58,2022-08-01,PC,5,2.5,0.19,0.0,5,5,0,0,0.0,271,0,Sedang,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-02-05,3.58,2022-08-01,PC,6,0.0,1.12,0.0,5,5,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-03-05,3.58,2022-08-01,PC,7,0.87,0.0,0.6,5,5,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-04-05,3.58,2022-08-01,PC,8,0.79,0.49,0.2,5,4,0,0,0.0,283,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-05-05,3.58,2022-08-01,PC,9,0.67,2.26,0.0,5,5,0,0,0.0,128,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-06-05,3.58,2022-08-01,PC,10,1.67,2.99,0.4,5,4,0,0,0.0,114,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,303 TU 115,2023-07-05,3.58,2022-08-01,PC,11,1.16,3.6,13.0,0,0,0,0,0.0,79,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-01-15,1.8,2022-10-01,PC,3,0.0,0.0,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-02-15,1.8,2022-10-01,PC,4,0.0,3.85,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-03-15,1.8,2022-10-01,PC,5,0.0,2.0,0.0,5,0,0,0,0.0,537,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-04-15,1.8,2022-10-01,PC,6,6.45,8.03,0.0,5,5,0,0,0.0,283,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-05-15,1.8,2022-10-01,PC,7,2.86,6.57,0.0,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-06-15,1.8,2022-10-01,PC,8,4.17,10.0,0.0,5,0,0,0,0.0,114,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-07-15,1.8,2022-10-01,PC,9,0.0,9.52,1.75,5,5,0,0,0.0,79,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,28.0,304 TU 122,2023-08-15,1.8,2022-10-01,PC,10,5.0,10.71,51.75,0,0,0,0,0.0,32,0,Sedang,Tinggi,Tinggi,Small
VI,GMP 3,28.0,304 TU 122,2023-09-15,1.8,,PC,11,5.0,10.71,51.75,0,0,0,0,0.0,271,1,Sedang,Tinggi,Tinggi,Small
VI,GMP 7,27.0,305 TU 117,2022-11-05,3.97,2022-08-01,PC,3,0.0,0.0,0.0,5,4,0,0,0.0,259,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2022-12-05,3.97,2022-08-01,PC,4,0.0,0.31,0.0,5,5,0,0,0.0,172,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-01-05,3.97,2022-08-01,PC,5,1.22,0.37,0.0,5,5,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-02-05,3.97,2022-08-01,PC,6,1.03,1.83,0.0,5,5,0,0,0.0,372,0,Rendah,Rendah,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-03-05,3.97,2022-08-01,PC,7,0.0,0.0,1.1,5,5,0,0,0.0,537,0,Rendah,Rendah,Sedang,Small
VI,GMP 7,27.0,305 TU 117,2023-04-05,3.97,2022-08-01,PC,8,0.78,5.32,0.4,5,4,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-05-05,3.97,2022-08-01,PC,9,0.68,7.09,0.0,5,5,0,0,0.0,128,0,Rendah,Sedang,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-06-05,3.97,2022-08-01,PC,10,2.7,8.23,4.1,5,4,0,0,0.0,114,0,Rendah,Sedang,Rendah,Small
VI,GMP 7,27.0,305 TU 117,2023-07-05,3.97,2022-08-01,PC,11,6.98,4.95,55.8,0,0,0,0,0.0,79,0,Sedang,Rendah,Tinggi,Small
VI,GMP 3,28.0,305 TU 121,2023-01-15,1.94,2022-10-01,PC,3,0.0,0.0,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-02-15,1.94,2022-10-01,PC,4,0.0,2.07,0.0,5,0,0,0,0.0,372,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-03-15,1.94,2022-10-01,PC,5,0.0,7.32,0.0,5,0,0,0,0.0,537,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-04-15,1.94,2022-10-01,PC,6,0.0,4.4,0.0,5,5,0,0,0.0,283,0,Rendah,Sedang,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-05-15,1.94,2022-10-01,PC,7,5.13,13.71,0.0,5,5,0,0,0.0,128,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-06-15,1.94,2022-10-01,PC,8,0.0,22.31,0.0,5,0,0,0,0.0,114,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-07-15,1.94,2022-10-01,PC,9,1.75,25.21,0.0,5,5,0,0,0.0,79,0,Rendah,Tinggi,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-08-15,1.94,2022-10-01,PC,10,6.35,26.4,5.5,0,0,0,0,0.0,32,0,Sedang,Tinggi,Rendah,Small
VI,GMP 3,28.0,305 TU 121,2023-09-15,1.94,,PC,11,6.35,26.4,5.5,0,0,0,0,0.0,271,1,Sedang,Tinggi,Rendah,Small
VI,GMP 3,28.0,305 TU 122,2023-01-15,1.78,2022-10-01,PC,3,0.0,0.43,0.0,5,0,0,0,0.0,271,0,Rendah,Rendah,Rendah,Small
