Nama Blok,Umur,Divisi,Varietas Tebu,Kawasan,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm)_extended,Tahun,Bulan Pengamatan,Curah hujan (mm)
146 TU 19,11,IV,GMP 5,30.0,2023-04-21,7.39,2022-05-01,RC2,3.61,8.77,2.9,5.0,0.0,0.0,150.0,0.0,234.0,2023,4,234
147 TU 19,3,IV,GMP 5,30.0,2022-08-22,4.76,2022-05-01,RC2,0.0,0.0,0.0,5.0,5.0,0.0,160.0,2.0,130.0,2022,8,130
147 TU 19,4,IV,GMP 5,30.0,2022-09-21,4.76,2022-05-01,RC2,5.56,1.88,0.0,4.0,5.0,0.0,0.0,0.0,98.0,2022,9,98
147 TU 19,5,IV,GMP 5,30.0,2022-10-22,4.76,2022-05-01,RC2,1.28,2.02,0.0,6.0,5.0,0.0,0.0,0.0,304.0,2022,10,304
147 TU 19,6,IV,GMP 5,30.0,2022-11-22,4.76,2022-05-01,RC2,5.08,3.47,0.0,5.0,5.0,0.0,0.0,18.0,201.0,2022,11,201
147 TU 19,7,IV,GMP 5,30.0,2022-12-26,4.76,2022-05-01,RC2,1.06,5.18,0.0,5.0,5.0,0.0,0.0,0.0,251.0,2022,12,251
147 TU 19,8,IV,GMP 5,30.0,2023-01-15,4.76,2022-05-01,RC2,3.79,9.38,2.5,5.0,4.0,0.0,0.0,0.0,233.0,2023,1,233
147 TU 19,9,IV,GMP 5,30.0,2023-02-24,4.76,2022-05-01,RC2,3.42,4.97,2.8,5.0,5.0,0.0,200.0,0.0,313.0,2023,2,313
147 TU 19,10,IV,GMP 5,30.0,2023-03-25,4.76,2022-05-01,RC2,3.27,8.62,11.9,5.0,5.0,6.0,200.0,0.0,402.0,2023,3,402
147 TU 19,11,IV,GMP 5,30.0,2023-04-21,4.76,2022-05-01,RC2,2.94,7.87,5.4,5.0,0.0,0.0,150.0,0.0,234.0,2023,4,234
358 TU 128,3,VII,R06,6.0,2022-08-22,5.55,2022-05-01,RC1,6.49,0.37,0.0,5.0,5.0,0.0,0.0,80.0,201.0,2022,8,201
358 TU 128,4,VII,R06,6.0,2022-09-21,5.55,2022-05-01,RC1,0.0,0.34,0.0,5.0,5.0,0.0,160.0,0.0,113.0,2022,9,113
358 TU 128,5,VII,R06,6.0,2022-10-19,5.55,2022-05-01,RC1,1.47,1.2,0.0,6.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
358 TU 128,6,VII,R06,6.0,2022-11-19,5.55,2022-05-01,RC1,1.13,1.84,0.0,5.0,4.0,0.0,190.0,0.0,257.0,2022,11,257
358 TU 128,7,VII,R06,6.0,2022-12-19,5.55,2022-05-01,RC1,1.01,10.94,0.0,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
358 TU 128,8,VII,R06,6.0,2023-01-15,5.55,2022-05-01,RC1,2.86,6.03,0.0,5.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
358 TU 128,9,VII,R06,6.0,2023-02-21,5.55,2022-05-01,RC1,3.4,3.2,5.25,5.0,0.0,0.0,105.0,0.0,441.0,2023,2,441
358 TU 128,10,VII,R06,6.0,2023-03-24,5.55,2022-05-01,RC1,1.57,5.26,1.95,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
358 TU 128,11,VII,R06,6.0,2023-03-01,5.55,2022-05-01,RC1,1.57,5.26,1.95,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
358 TU 129,3,VII,R06,6.0,2022-08-22,3.92,2022-05-01,RC1,4.44,0.48,0.0,5.0,5.0,0.0,0.0,80.0,201.0,2022,8,201
358 TU 129,4,VII,R06,6.0,2022-09-21,3.92,2022-05-01,RC1,0.0,1.04,0.0,5.0,5.0,0.0,160.0,0.0,113.0,2022,9,113
358 TU 129,5,VII,R06,6.0,2022-10-19,3.92,2022-05-01,RC1,1.41,0.68,0.1,6.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
358 TU 129,6,VII,R06,6.0,2022-11-19,3.92,2022-05-01,RC1,1.14,1.17,0.0,5.0,4.0,0.0,190.0,0.0,257.0,2022,11,257
358 TU 129,7,VII,R06,6.0,2022-12-19,3.92,2022-05-01,RC1,3.74,8.79,0.0,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
358 TU 129,8,VII,R06,6.0,2023-01-15,3.92,2022-05-01,RC1,0.85,4.55,0.0,5.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
358 TU 129,9,VII,R06,6.0,2023-02-21,3.92,2022-05-01,RC1,2.82,2.35,3.4,5.0,0.0,0.0,105.0,0.0,441.0,2023,2,441
358 TU 129,10,VII,R06,6.0,2023-03-24,3.92,2022-05-01,RC1,1.85,6.77,1.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
358 TU 129,11,VII,R06,6.0,2023-03-01,3.92,2022-05-01,RC1,1.85,6.77,1.0,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
358 TU 134,3,VII,R06,6.0,2022-08-22,3.72,2022-05-01,RC1,6.12,0.0,0.0,5.0,5.0,0.0,0.0,80.0,201.0,2022,8,201
358 TU 134,4,VII,R06,6.0,2022-09-21,3.72,2022-05-01,RC1,5.08,0.18,0.0,5.0,5.0,0.0,160.0,0.0,113.0,2022,9,113
358 TU 134,5,VII,R06,6.0,2022-10-19,3.72,2022-05-01,RC1,0.0,0.4,0.0,6.0,5.0,0.0,0.0,0.0,273.0,2022,10,273
358 TU 134,6,VII,R06,6.0,2022-11-19,3.72,2022-05-01,RC1,2.17,1.81,0.0,5.0,4.0,0.0,190.0,0.0,257.0,2022,11,257
358 TU 134,7,VII,R06,6.0,2022-12-19,3.72,2022-05-01,RC1,1.96,4.47,0.4,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
358 TU 134,8,VII,R06,6.0,2023-01-15,3.72,2022-05-01,RC1,3.42,3.05,0.0,5.0,0.0,0.0,0.0,0.0,443.0,2023,1,443
358 TU 134,9,VII,R06,6.0,2023-02-21,3.72,2022-05-01,RC1,3.33,0.54,0.0,5.0,0.0,0.0,105.0,0.0,441.0,2023,2,441
358 TU 134,10,VII,R06,6.0,2023-03-24,3.72,2022-05-01,RC1,2.52,6.5,0.5,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
358 TU 134,11,VII,R06,6.0,2023-03-01,3.72,2022-05-01,RC1,2.52,6.5,0.5,5.0,0.0,0.0,0.0,0.0,610.0,2023,3,610
376 TU 137,3,VII,GMP 5,7.0,2022-08-22,2.25,2022-05-01,PC,0.0,3.17,0.0,5.0,0.0,0.0,0.0,0.0,201.0,2022,8,201
376 TU 137,4,VII,GMP 5,7.0,2022-09-15,2.25,2022-05-01,PC,5.26,3.19,0.0,5.0,5.0,0.0,0.0,0.0,113.0,2022,9,113
376 TU 137,5,VII,GMP 5,7.0,2022-10-17,2.25,2022-05-01,PC,2.7,3.6,0.0,6.0,6.0,0.0,0.0,0.0,273.0,2022,10,273
376 TU 137,6,VII,GMP 5,7.0,2022-11-15,2.25,2022-05-01,PC,2.0,2.32,0.5,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
376 TU 137,7,VII,GMP 5,7.0,2022-12-15,2.25,2022-05-01,PC,1.61,0.76,0.0,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
376 TU 137,8,VII,GMP 5,7.0,2023-01-15,2.25,2022-05-01,PC,1.32,3.54,23.83,5.0,4.0,0.0,0.0,0.0,443.0,2023,1,443
376 TU 137,9,VII,GMP 5,7.0,2023-02-17,2.25,2022-05-01,PC,7.32,3.24,66.33,5.0,5.0,0.0,0.0,0.0,441.0,2023,2,441
376 TU 137,10,VII,GMP 5,7.0,2023-03-21,2.25,2022-05-01,PC,3.3,2.78,146.67,5.0,5.0,0.0,0.0,0.0,610.0,2023,3,610
376 TU 137,11,VII,GMP 5,7.0,2023-04-28,2.25,2022-05-01,PC,2.13,7.32,40.17,5.0,0.0,0.0,130.0,10.3,316.0,2023,4,316
376 TU 138,3,VII,GMP 5,7.0,2022-08-22,2.31,2022-05-01,PC,4.0,0.71,0.0,5.0,0.0,0.0,0.0,0.0,201.0,2022,8,201
376 TU 138,4,VII,GMP 5,7.0,2022-09-15,2.31,2022-05-01,PC,2.63,2.28,0.17,5.0,5.0,0.0,0.0,0.0,113.0,2022,9,113
376 TU 138,5,VII,GMP 5,7.0,2022-10-17,2.31,2022-05-01,PC,2.44,0.63,0.0,6.0,6.0,0.0,0.0,0.0,273.0,2022,10,273
376 TU 138,6,VII,GMP 5,7.0,2022-11-15,2.31,2022-05-01,PC,1.89,7.22,0.0,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
376 TU 138,7,VII,GMP 5,7.0,2022-12-15,2.31,2022-05-01,PC,0.0,1.15,0.0,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
376 TU 138,8,VII,GMP 5,7.0,2023-01-15,2.31,2022-05-01,PC,0.0,3.11,0.5,5.0,4.0,0.0,0.0,0.0,443.0,2023,1,443
376 TU 138,9,VII,GMP 5,7.0,2023-02-17,2.31,2022-05-01,PC,1.1,0.42,66.67,5.0,5.0,0.0,0.0,0.0,441.0,2023,2,441
376 TU 138,10,VII,GMP 5,7.0,2023-03-22,2.31,2022-05-01,PC,0.0,2.33,29.17,5.0,5.0,0.0,0.0,0.0,610.0,2023,3,610
376 TU 138,11,VII,GMP 5,7.0,2023-04-28,2.31,2022-05-01,PC,1.03,4.74,15.0,5.0,0.0,0.0,130.0,10.3,316.0,2023,4,316
375 TU 135,3,VII,GMP 5,7.0,2022-08-22,2.72,2022-05-01,PC,0.0,6.12,0.0,5.0,0.0,0.0,0.0,0.0,201.0,2022,8,201
375 TU 135,4,VII,GMP 5,7.0,2022-09-15,2.72,2022-05-01,PC,0.0,2.8,0.0,5.0,5.0,0.0,0.0,0.0,113.0,2022,9,113
375 TU 135,5,VII,GMP 5,7.0,2022-10-17,2.72,2022-05-01,PC,0.0,1.24,0.0,6.0,6.0,0.0,0.0,0.0,273.0,2022,10,273
375 TU 135,6,VII,GMP 5,7.0,2022-11-15,2.72,2022-05-01,PC,1.89,3.2,0.33,5.0,5.0,0.0,0.0,0.0,257.0,2022,11,257
375 TU 135,7,VII,GMP 5,7.0,2022-12-15,2.72,2022-05-01,PC,0.0,2.41,0.0,5.0,5.0,0.0,0.0,0.0,176.0,2022,12,176
375 TU 135,8,VII,GMP 5,7.0,2023-01-15,2.72,2022-05-01,PC,1.32,4.74,3.33,5.0,4.0,0.0,0.0,0.0,443.0,2023,1,443
375 TU 135,9,VII,GMP 5,7.0,2023-02-17,2.72,2022-05-01,PC,1.11,1.19,46.0,5.0,5.0,0.0,0.0,0.0,441.0,2023,2,441
375 TU 135,10,VII,GMP 5,7.0,2023-03-21,2.72,2022-05-01,PC,3.37,1.98,141.17,5.0,5.0,0.0,0.0,0.0,610.0,2023,3,610
375 TU 135,11,VII,GMP 5,7.0,2023-04-28,2.72,2022-05-01,PC,3.13,7.53,21.17,5.0,0.0,0.0,130.0,10.3,316.0,2023,4,316
147 BU 17,3,V,R06,10.0,2022-08-23,4.46,2022-05-01,RC1,0.0,1.23,0.0,5.0,0.0,0.0,104.0,104.0,234.0,2022,8,234
147 BU 17,4,V,R06,10.0,2022-09-22,4.46,2022-05-01,RC1,0.0,1.69,0.0,5.0,0.0,0.0,0.0,0.0,108.0,2022,9,108
147 BU 17,5,V,R06,10.0,2022-10-22,4.46,2022-05-01,RC1,0.0,3.07,0.0,5.0,5.0,0.0,110.0,10.0,315.0,2022,10,315
147 BU 17,6,V,R06,10.0,2022-11-25,4.46,2022-05-01,RC1,1.05,2.62,0.0,5.0,0.0,0.0,0.0,0.0,314.0,2022,11,314
147 BU 17,7,V,R06,10.0,2022-12-26,4.46,2022-05-01,RC1,4.59,4.27,0.3,5.0,0.0,0.0,0.0,0.0,241.0,2022,12,241
147 BU 17,8,V,R06,10.0,2023-01-15,4.46,2022-05-01,RC1,0.79,3.87,10.5,5.0,0.0,0.0,90.0,0.0,225.0,2023,1,225
147 BU 17,9,V,R06,10.0,2023-02-22,4.46,2022-05-01,RC1,7.14,2.73,12.8,4.0,0.0,0.0,120.0,10.3,286.0,2023,2,286
147 BU 17,10,V,R06,10.0,2023-03-25,4.46,2022-05-01,RC1,4.85,4.91,96.7,0.0,0.0,0.0,0.0,0.0,494.0,2023,3,494
147 BU 17,11,V,R06,10.0,2023-03-01,4.46,2022-05-01,RC1,4.85,4.91,96.7,0.0,0.0,0.0,0.0,0.0,494.0,2023,3,494
147 BU 13,3,V,R06,10.0,2022-08-23,6.61,2022-05-01,RC1,0.0,0.41,0.0,5.0,0.0,0.0,104.0,104.0,234.0,2022,8,234
147 BU 13,4,V,R06,10.0,2022-09-22,6.61,2022-05-01,RC1,0.0,1.36,0.0,5.0,0.0,0.0,0.0,0.0,108.0,2022,9,108
147 BU 13,5,V,R06,10.0,2022-10-22,6.61,2022-05-01,RC1,1.32,0.9,0.0,5.0,5.0,0.0,110.0,10.0,315.0,2022,10,315
147 BU 13,6,V,R06,10.0,2022-11-25,6.61,2022-05-01,RC1,3.26,4.72,0.0,5.0,0.0,0.0,0.0,0.0,314.0,2022,11,314
147 BU 13,7,V,R06,10.0,2022-12-26,6.61,2022-05-01,RC1,1.42,4.51,0.35,5.0,0.0,0.0,0.0,0.0,241.0,2022,12,241
147 BU 13,8,V,R06,10.0,2023-01-15,6.61,2022-05-01,RC1,1.19,3.36,2.05,5.0,0.0,0.0,90.0,0.0,225.0,2023,1,225
147 BU 13,9,V,R06,10.0,2023-02-22,6.61,2022-05-01,RC1,4.41,6.19,11.55,4.0,0.0,0.0,120.0,10.3,286.0,2023,2,286
147 BU 13,10,V,R06,10.0,2023-03-25,6.61,2022-05-01,RC1,3.48,6.72,38.2,0.0,0.0,0.0,0.0,0.0,494.0,2023,3,494
147 BU 13,11,V,R06,10.0,2023-03-01,6.61,2022-05-01,RC1,3.48,6.72,38.2,0.0,0.0,0.0,0.0,0.0,494.0,2023,3,494
185 TU 72,3,VI,GMP 5,8.0,2022-08-23,8.62,2022-05-01,RC1,1.16,1.28,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
185 TU 72,4,VI,GMP 5,8.0,2022-09-24,8.62,2022-05-01,RC1,1.06,1.03,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
185 TU 72,5,VI,GMP 5,8.0,2022-10-22,8.62,2022-05-01,RC1,0.61,0.28,0.8,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
185 TU 72,6,VI,GMP 5,8.0,2022-11-22,8.62,2022-05-01,RC1,1.3,1.46,0.2,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
185 TU 72,7,VI,GMP 5,8.0,2022-12-24,8.62,2022-05-01,RC1,0.0,3.28,1.05,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
185 TU 72,8,VI,GMP 5,8.0,2023-01-15,8.62,2022-05-01,RC1,0.9,3.09,8.1,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
185 TU 72,9,VI,GMP 5,8.0,2023-02-24,8.62,2022-05-01,RC1,1.89,1.61,14.9,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
185 TU 72,10,VI,GMP 5,8.0,2023-03-25,8.62,2022-05-01,RC1,3.72,3.69,38.25,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
185 TU 72,11,VI,GMP 5,8.0,2023-03-01,8.62,2022-05-01,RC1,3.72,3.69,38.25,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
241 TU 64,3,VI,GMP 5,19.0,2022-08-23,3.27,2022-05-01,RC2,4.26,0.24,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
241 TU 64,4,VI,GMP 5,19.0,2022-09-24,3.27,2022-05-01,RC2,3.64,1.38,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
241 TU 64,5,VI,GMP 5,19.0,2022-10-22,3.27,2022-05-01,RC2,0.0,1.59,0.0,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
241 TU 64,6,VI,GMP 5,19.0,2022-11-22,3.27,2022-05-01,RC2,0.0,0.65,0.33,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
241 TU 64,7,VI,GMP 5,19.0,2022-12-24,3.27,2022-05-01,RC2,3.17,3.11,0.17,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
241 TU 64,8,VI,GMP 5,19.0,2023-01-15,3.27,2022-05-01,RC2,4.17,3.08,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
241 TU 64,9,VI,GMP 5,19.0,2023-02-24,3.27,2022-05-01,RC2,5.41,2.05,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
241 TU 64,10,VI,GMP 5,19.0,2023-03-25,3.27,2022-05-01,RC2,3.51,1.71,1.5,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
241 TU 64,11,VI,GMP 5,19.0,2023-04-25,3.27,2022-05-01,RC2,2.06,2.6,1.0,10.0,0.0,0.0,0.0,0.0,283.0,2023,4,283
183 TU 72,3,VI,GMP 5,8.0,2022-08-23,8.57,2022-05-01,RC1,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
183 TU 72,4,VI,GMP 5,8.0,2022-09-24,8.57,2022-05-01,RC1,2.25,1.03,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
183 TU 72,5,VI,GMP 5,8.0,2022-10-23,8.57,2022-05-01,RC1,1.29,0.21,1.5,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
183 TU 72,6,VI,GMP 5,8.0,2022-11-22,8.57,2022-05-01,RC1,0.66,2.9,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
183 TU 72,7,VI,GMP 5,8.0,2022-12-24,8.57,2022-05-01,RC1,0.96,5.98,0.35,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
183 TU 72,8,VI,GMP 5,8.0,2023-01-15,8.57,2022-05-01,RC1,0.45,6.45,3.5,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
183 TU 72,9,VI,GMP 5,8.0,2023-02-24,8.57,2022-05-01,RC1,2.21,2.77,4.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
183 TU 72,10,VI,GMP 5,8.0,2023-03-25,8.57,2022-05-01,RC1,0.68,5.75,0.9,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
183 TU 72,11,VI,GMP 5,8.0,2023-03-01,8.57,2022-05-01,RC1,0.68,5.75,0.9,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
237 TU 64,3,VI,GMP 5,19.0,2022-08-23,3.87,2022-05-01,RC2,2.38,0.13,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
237 TU 64,4,VI,GMP 5,19.0,2022-09-24,3.87,2022-05-01,RC2,5.08,1.02,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
237 TU 64,5,VI,GMP 5,19.0,2022-10-22,3.87,2022-05-01,RC2,1.41,0.94,0.0,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
237 TU 64,6,VI,GMP 5,19.0,2022-11-22,3.87,2022-05-01,RC2,1.01,4.14,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
237 TU 64,7,VI,GMP 5,19.0,2022-12-24,3.87,2022-05-01,RC2,3.88,3.08,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
237 TU 64,8,VI,GMP 5,19.0,2023-01-15,3.87,2022-05-01,RC2,4.31,1.95,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
237 TU 64,9,VI,GMP 5,19.0,2023-02-24,3.87,2022-05-01,RC2,4.92,2.28,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
237 TU 64,10,VI,GMP 5,19.0,2023-03-25,3.87,2022-05-01,RC2,2.72,0.24,2.8,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
237 TU 64,11,VI,GMP 5,19.0,2023-04-27,3.87,2022-05-01,RC2,5.03,8.42,38.2,10.0,0.0,0.0,0.0,0.0,283.0,2023,4,283
239 TU 64,3,VI,GMP 5,19.0,2022-08-23,4.17,2022-05-01,RC2,2.13,0.83,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
239 TU 64,4,VI,GMP 5,19.0,2022-09-24,4.17,2022-05-01,RC2,0.0,0.19,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
239 TU 64,5,VI,GMP 5,19.0,2022-10-22,4.17,2022-05-01,RC2,4.29,0.59,0.0,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
239 TU 64,6,VI,GMP 5,19.0,2022-11-22,4.17,2022-05-01,RC2,3.96,2.96,1.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
239 TU 64,7,VI,GMP 5,19.0,2022-12-24,4.17,2022-05-01,RC2,1.94,2.84,1.8,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
239 TU 64,8,VI,GMP 5,19.0,2023-01-15,4.17,2022-05-01,RC2,2.54,3.8,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
239 TU 64,9,VI,GMP 5,19.0,2023-02-24,4.17,2022-05-01,RC2,0.88,2.1,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
239 TU 64,10,VI,GMP 5,19.0,2023-03-25,4.17,2022-05-01,RC2,4.26,0.95,2.1,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
239 TU 64,11,VI,GMP 5,19.0,2023-04-25,4.17,2022-05-01,RC2,1.84,3.1,1.2,10.0,0.0,0.0,0.0,0.0,283.0,2023,4,283
233 TU 64,3,VI,GMP 5,19.0,2022-08-23,3.9,2022-05-01,RC2,2.22,0.41,0.0,5.0,5.0,0.0,0.0,0.0,137.0,2022,8,137
233 TU 64,4,VI,GMP 5,19.0,2022-09-24,3.9,2022-05-01,RC2,5.17,0.0,0.0,5.0,5.0,0.0,0.0,0.0,81.0,2022,9,81
233 TU 64,5,VI,GMP 5,19.0,2022-10-22,3.9,2022-05-01,RC2,1.39,0.58,0.0,7.0,5.0,0.0,0.0,0.0,285.0,2022,10,285
233 TU 64,6,VI,GMP 5,19.0,2022-11-22,3.9,2022-05-01,RC2,3.92,2.37,0.0,5.0,5.0,0.0,0.0,0.0,259.0,2022,11,259
233 TU 64,7,VI,GMP 5,19.0,2022-12-22,3.9,2022-05-01,RC2,2.0,3.78,0.0,5.0,5.0,0.0,0.0,0.0,172.0,2022,12,172
233 TU 64,8,VI,GMP 5,19.0,2023-01-15,3.9,2022-05-01,RC2,3.48,2.16,0.0,5.0,5.0,0.0,0.0,0.0,271.0,2023,1,271
233 TU 64,9,VI,GMP 5,19.0,2023-02-24,3.9,2022-05-01,RC2,2.44,2.63,0.0,5.0,5.0,0.0,0.0,0.0,372.0,2023,2,372
233 TU 64,10,VI,GMP 5,19.0,2023-03-25,3.9,2022-05-01,RC2,4.08,1.47,5.1,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
233 TU 64,11,VI,GMP 5,19.0,2023-03-01,3.9,2022-05-01,RC2,4.08,1.47,5.1,5.0,5.0,0.0,0.0,0.0,537.0,2023,3,537
89 TU 24,3,III,GMP 5,9.0,2022-08-23,6.86,2022-05-01,PC,0.0,0.22,0.0,5.0,5.0,10.0,1000.0,0.0,164.0,2022,8,164
89 TU 24,4,III,GMP 5,9.0,2022-09-22,6.86,2022-05-01,PC,2.02,1.18,0.0,5.0,4.0,10.0,1000.0,0.0,30.0,2022,9,30
89 TU 24,5,III,GMP 5,9.0,2022-10-21,6.86,2022-05-01,PC,0.73,1.1,0.0,5.0,4.0,10.0,1000.0,0.0,306.0,2022,10,306
89 TU 24,6,III,GMP 5,9.0,2022-11-25,6.86,2022-05-01,PC,4.38,2.45,0.0,5.0,4.0,0.0,1000.0,0.0,221.0,2022,11,221
89 TU 24,7,III,GMP 5,9.0,2022-12-23,6.86,2022-05-01,PC,1.01,3.32,0.1,5.0,0.0,0.0,1000.0,0.0,226.0,2022,12,226
89 TU 24,8,III,GMP 5,9.0,2023-01-15,6.86,2022-05-01,PC,1.76,3.69,0.2,4.0,0.0,0.0,1000.0,0.0,223.0,2023,1,223
89 TU 24,9,III,GMP 5,9.0,2023-02-20,6.86,2022-05-01,PC,1.03,4.2,1.65,5.0,5.0,0.0,1000.0,0.0,267.0,2023,2,267
89 TU 24,10,III,GMP 5,9.0,2023-03-21,6.86,2022-05-01,PC,1.43,5.03,1.45,5.0,0.0,0.0,1000.0,0.0,471.0,2023,3,471
89 TU 24,11,III,GMP 5,9.0,2023-04-24,6.86,2022-05-01,PC,1.91,6.54,3.55,5.0,4.0,10.0,1000.0,0.0,202.0,2023,4,202
84 TU 26,3,III,GMP 5,9.0,2022-08-23,7.12,2022-05-01,PC,1.45,0.0,0.0,5.0,5.0,10.0,1000.0,0.0,164.0,2022,8,164
84 TU 26,4,III,GMP 5,9.0,2022-09-22,7.12,2022-05-01,PC,1.02,1.01,0.0,5.0,4.0,10.0,1000.0,0.0,30.0,2022,9,30
84 TU 26,5,III,GMP 5,9.0,2022-10-21,7.12,2022-05-01,PC,0.72,1.39,0.0,5.0,4.0,10.0,1000.0,0.0,306.0,2022,10,306
84 TU 26,6,III,GMP 5,9.0,2022-11-25,7.12,2022-05-01,PC,0.65,2.69,0.0,5.0,4.0,0.0,1000.0,0.0,221.0,2022,11,221
84 TU 26,7,III,GMP 5,9.0,2022-12-21,7.12,2022-05-01,PC,1.55,3.42,0.05,5.0,0.0,0.0,1000.0,0.0,226.0,2022,12,226
84 TU 26,8,III,GMP 5,9.0,2023-01-15,7.12,2022-05-01,PC,1.37,4.48,0.0,4.0,0.0,0.0,1000.0,0.0,223.0,2023,1,223
84 TU 26,9,III,GMP 5,9.0,2023-02-20,7.12,2022-05-01,PC,1.37,3.56,0.7,5.0,5.0,0.0,1000.0,0.0,267.0,2023,2,267
84 TU 26,10,III,GMP 5,9.0,2023-03-21,7.12,2022-05-01,PC,1.81,2.89,2.0,5.0,0.0,0.0,1000.0,0.0,471.0,2023,3,471
84 TU 26,11,III,GMP 5,9.0,2023-04-24,7.12,2022-05-01,PC,2.88,7.13,5.5,5.0,4.0,10.0,1000.0,0.0,202.0,2023,4,202
20 TU 04,3,II,R08,12.0,2022-08-24,4.92,2022-05-01,RC1,2.04,1.06,0.0,5.0,5.0,0.0,103.0,0.0,120.0,2022,8,120
20 TU 04,4,II,R08,12.0,2022-09-22,4.92,2022-05-01,RC1,3.23,0.67,0.0,5.0,4.0,0.0,100.0,10.0,53.0,2022,9,53
20 TU 04,5,II,R08,12.0,2022-10-25,4.92,2022-05-01,RC1,1.27,19.28,0.0,5.0,5.0,0.0,90.0,9.0,295.0,2022,10,295
20 TU 04,6,II,R08,12.0,2022-11-25,4.92,2022-05-01,RC1,2.2,16.7,2.2,5.0,5.0,0.0,100.0,10.0,194.0,2022,11,194
20 TU 04,7,II,R08,12.0,2022-12-27,4.92,2022-05-01,RC1,1.9,35.46,3.3,5.0,5.0,0.0,90.0,9.0,163.0,2022,12,163
20 TU 04,8,II,R08,12.0,2023-01-15,4.92,2022-05-01,RC1,5.74,40.18,26.5,5.0,5.0,0.0,102.0,0.0,140.0,2023,1,140
20 TU 04,9,II,R08,12.0,2023-02-20,4.92,2022-05-01,RC1,7.41,11.06,140.8,5.0,5.0,0.0,80.0,0.0,249.0,2023,2,249
