Nama Blok,Umur,Divisi,Varietas Tebu,Kawasan,Tanggal Pengamatan,Luas Tanah Produktif (Ha),Bulan Tanam,Category,Stem Borer,Top Borer,Scale Insect,Dosis pias,Dosis lalat,Dosis telenomus,Dosis Tetras,Dosis cecopet,Curah hujan (mm)_extended,Tahun,Bulan Pengamatan,Curah hujan (mm)
128 TU 16,11,IV,GMP 3,28.0,2023-08-01,5.67,2022-10-01,RC1,6.62,13.29,10.1,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
148 TU 50,3,IV,R69,17.0,2023-01-15,4.88,2022-10-01,RC1,0.0,1.57,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
148 TU 50,4,IV,R69,17.0,2023-02-11,4.88,2022-10-01,RC1,1.39,3.15,0.0,5.0,0.0,4.0,0.0,0.0,313.0,2023,2,313
148 TU 50,5,IV,R69,17.0,2023-03-15,4.88,2022-10-01,RC1,0.0,1.87,1.0,5.0,4.0,3.0,160.0,0.0,402.0,2023,3,402
148 TU 50,6,IV,R69,17.0,2023-04-14,4.88,2022-10-01,RC1,0.0,5.49,5.7,0.0,0.0,0.0,0.0,160.0,234.0,2023,4,234
148 TU 50,7,IV,R69,17.0,2023-05-14,4.88,2022-10-01,RC1,0.83,4.39,4.7,5.0,0.0,10.0,190.0,0.0,84.0,2023,5,84
148 TU 50,8,IV,R69,17.0,2023-06-18,4.88,2022-10-01,RC1,5.43,6.32,7.5,5.0,0.0,0.0,150.0,0.0,115.0,2023,6,115
148 TU 50,9,IV,R69,17.0,2023-07-14,4.88,2022-10-01,RC1,2.14,7.34,17.7,5.0,0.0,0.0,200.0,0.0,146.0,2023,7,146
148 TU 50,10,IV,R69,17.0,2023-08-27,4.88,2022-10-01,RC1,3.95,8.64,18.2,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
148 TU 50,11,IV,R69,17.0,2023-08-01,4.88,2022-10-01,RC1,3.95,8.64,18.2,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
124 TU 52,3,IV,GMP 3,6.0,2023-01-15,5.2,2022-10-01,RC1,0.0,1.47,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
124 TU 52,4,IV,GMP 3,6.0,2023-02-22,5.2,2022-10-01,RC1,0.0,0.45,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
124 TU 52,5,IV,GMP 3,6.0,2023-03-20,5.2,2022-10-01,RC1,0.62,0.73,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
124 TU 52,6,IV,GMP 3,6.0,2023-04-20,5.2,2022-10-01,RC1,1.09,0.8,0.3,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
124 TU 52,7,IV,GMP 3,6.0,2023-05-22,5.2,2022-10-01,RC1,7.08,6.04,2.95,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
124 TU 52,8,IV,GMP 3,6.0,2023-06-18,5.2,2022-10-01,RC1,4.78,7.58,5.25,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
124 TU 52,9,IV,GMP 3,6.0,2023-07-29,5.2,2022-10-01,RC1,11.11,8.43,5.75,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
124 TU 52,10,IV,GMP 3,6.0,2023-07-01,5.2,2022-10-01,RC1,11.11,8.43,5.75,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
124 TU 52,11,IV,GMP 3,6.0,2023-08-01,5.2,2022-10-01,RC1,11.11,8.43,5.75,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
150 TU 50,3,IV,R69,17.0,2023-01-15,4.54,2022-10-01,RC1,0.0,1.31,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
150 TU 50,4,IV,R69,17.0,2023-02-11,4.54,2022-10-01,RC1,4.05,4.92,0.0,5.0,0.0,4.0,0.0,0.0,313.0,2023,2,313
150 TU 50,5,IV,R69,17.0,2023-03-16,4.54,2022-10-01,RC1,4.0,2.83,0.2,5.0,4.0,3.0,160.0,0.0,402.0,2023,3,402
150 TU 50,6,IV,R69,17.0,2023-04-12,4.54,2022-10-01,RC1,7.92,8.16,2.3,0.0,0.0,0.0,0.0,160.0,234.0,2023,4,234
150 TU 50,7,IV,R69,17.0,2023-05-14,4.54,2022-10-01,RC1,3.54,8.16,1.6,5.0,0.0,10.0,190.0,0.0,84.0,2023,5,84
150 TU 50,8,IV,R69,17.0,2023-06-18,4.54,2022-10-01,RC1,6.11,10.53,3.7,5.0,0.0,0.0,150.0,0.0,115.0,2023,6,115
150 TU 50,9,IV,R69,17.0,2023-07-14,4.54,2022-10-01,RC1,2.14,11.76,32.0,5.0,0.0,0.0,200.0,0.0,146.0,2023,7,146
150 TU 50,10,IV,R69,17.0,2023-08-27,4.54,2022-10-01,RC1,1.31,11.79,27.2,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
150 TU 50,11,IV,R69,17.0,2023-08-01,4.54,2022-10-01,RC1,1.31,11.79,27.2,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
116 TU 42,3,IV,R54,14.0,2023-01-15,5.52,2022-10-01,PC,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
116 TU 42,4,IV,R54,14.0,2023-02-08,5.52,2022-10-01,PC,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
116 TU 42,5,IV,R54,14.0,2023-03-14,5.52,2022-10-01,PC,2.74,1.5,0.0,0.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
116 TU 42,6,IV,R54,14.0,2023-04-10,5.52,2022-10-01,PC,3.45,3.74,0.45,0.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
116 TU 42,7,IV,R54,14.0,2023-05-14,5.52,2022-10-01,PC,5.96,4.33,1.25,0.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
116 TU 42,8,IV,R54,14.0,2023-06-13,5.52,2022-10-01,PC,3.91,6.84,3.45,0.0,0.0,0.0,0.0,0.0,115.0,2023,6,115
116 TU 42,9,IV,R54,14.0,2023-07-14,5.52,2022-10-01,PC,7.39,7.8,4.3,0.0,0.0,0.0,0.0,0.0,146.0,2023,7,146
116 TU 42,10,IV,R54,14.0,2023-08-26,5.52,2022-10-01,PC,4.78,2.64,6.1,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
116 TU 42,11,IV,R54,14.0,2023-08-01,5.52,2022-10-01,PC,4.78,2.64,6.1,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
150 TU 66,3,IV,R54,3.0,2023-01-15,2.51,2022-10-01,PC,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
150 TU 66,4,IV,R54,3.0,2023-02-09,2.51,2022-10-01,PC,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
150 TU 66,5,IV,R54,3.0,2023-03-13,2.51,2022-10-01,PC,4.08,2.81,0.0,0.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
150 TU 66,6,IV,R54,3.0,2023-04-09,2.51,2022-10-01,PC,7.41,2.72,0.67,0.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
150 TU 66,7,IV,R54,3.0,2023-05-10,2.51,2022-10-01,PC,6.15,2.59,1.0,0.0,0.0,0.0,0.0,0.0,84.0,2023,5,84
150 TU 66,8,IV,R54,3.0,2023-06-12,2.51,2022-10-01,PC,7.69,4.95,9.33,0.0,0.0,0.0,0.0,0.0,115.0,2023,6,115
150 TU 66,9,IV,R54,3.0,2023-07-13,2.51,2022-10-01,PC,8.64,5.32,1.33,0.0,0.0,0.0,0.0,0.0,146.0,2023,7,146
150 TU 66,10,IV,R54,3.0,2023-08-11,2.51,2022-10-01,PC,8.14,6.0,1.17,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
150 TU 66,11,IV,R54,3.0,2023-08-01,2.51,2022-10-01,PC,8.14,6.0,1.17,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
129 TU 16,3,IV,GMP 3,28.0,2023-01-15,4.35,2022-10-01,RC1,0.0,0.91,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
129 TU 16,4,IV,GMP 3,28.0,2023-02-24,4.35,2022-10-01,RC1,0.0,4.17,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
129 TU 16,5,IV,GMP 3,28.0,2023-03-23,4.35,2022-10-01,RC1,0.0,4.46,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
129 TU 16,6,IV,GMP 3,28.0,2023-04-19,4.35,2022-10-01,RC1,8.91,1.16,1.4,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
129 TU 16,7,IV,GMP 3,28.0,2023-05-22,4.35,2022-10-01,RC1,8.41,4.8,0.7,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
129 TU 16,8,IV,GMP 3,28.0,2023-06-22,4.35,2022-10-01,RC1,9.84,7.69,4.1,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
129 TU 16,9,IV,GMP 3,28.0,2023-07-24,4.35,2022-10-01,RC1,7.97,11.96,24.1,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
129 TU 16,10,IV,GMP 3,28.0,2023-07-01,4.35,2022-10-01,RC1,7.97,11.96,24.1,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
129 TU 16,11,IV,GMP 3,28.0,2023-08-01,4.35,2022-10-01,RC1,7.97,11.96,24.1,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
141 TU 58,3,IV,R34,7.0,2023-01-15,7.76,2022-10-01,RC1,1.96,0.75,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
141 TU 58,4,IV,R34,7.0,2023-02-09,7.76,2022-10-01,RC1,4.22,1.08,0.0,5.0,0.0,0.0,90.0,0.0,313.0,2023,2,313
141 TU 58,5,IV,R34,7.0,2023-03-16,7.76,2022-10-01,RC1,3.79,1.35,1.4,5.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
141 TU 58,6,IV,R34,7.0,2023-04-11,7.76,2022-10-01,RC1,7.89,5.14,5.9,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
141 TU 58,7,IV,R34,7.0,2023-05-12,7.76,2022-10-01,RC1,7.89,8.36,12.2,5.0,0.0,6.0,140.0,0.0,84.0,2023,5,84
141 TU 58,8,IV,R34,7.0,2023-06-12,7.76,2022-10-01,RC1,14.86,11.13,18.15,5.0,0.0,0.0,160.0,0.0,115.0,2023,6,115
141 TU 58,9,IV,R34,7.0,2023-07-14,7.76,2022-10-01,RC1,11.22,12.86,19.05,5.0,6.0,0.0,0.0,0.0,146.0,2023,7,146
141 TU 58,10,IV,R34,7.0,2023-08-11,7.76,2022-10-01,RC1,8.04,13.77,40.9,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
141 TU 58,11,IV,R34,7.0,2023-08-01,7.76,2022-10-01,RC1,8.04,13.77,40.9,0.0,0.0,0.0,0.0,0.0,15.0,2023,8,15
114 TU 10,3,IV,GMP 3,27.0,2023-01-15,7.57,2022-10-01,RC1,0.0,0.7,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
114 TU 10,4,IV,GMP 3,27.0,2023-02-14,7.57,2022-10-01,RC1,0.0,0.89,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
114 TU 10,5,IV,GMP 3,27.0,2023-03-21,7.57,2022-10-01,RC1,0.0,1.3,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
114 TU 10,6,IV,GMP 3,27.0,2023-04-13,7.57,2022-10-01,RC1,1.14,2.32,0.15,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
114 TU 10,7,IV,GMP 3,27.0,2023-05-17,7.57,2022-10-01,RC1,1.55,2.83,0.15,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
114 TU 10,8,IV,GMP 3,27.0,2023-06-18,7.57,2022-10-01,RC1,3.93,5.25,1.45,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
114 TU 10,9,IV,GMP 3,27.0,2023-07-18,7.57,2022-10-01,RC1,5.47,5.72,2.6,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
114 TU 10,10,IV,GMP 3,27.0,2023-07-01,7.57,2022-10-01,RC1,5.47,5.72,2.6,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
114 TU 10,11,IV,GMP 3,27.0,2023-08-01,7.57,2022-10-01,RC1,5.47,5.72,2.6,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
162 TU 39,3,IV,R7,18.0,2023-01-15,4.25,2022-10-01,RC1,0.0,0.61,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
162 TU 39,4,IV,R7,18.0,2023-02-25,4.25,2022-10-01,RC1,1.23,1.07,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
162 TU 39,5,IV,R7,18.0,2023-03-25,4.25,2022-10-01,RC1,3.26,2.42,0.0,5.0,0.0,0.0,0.0,0.0,402.0,2023,3,402
162 TU 39,6,IV,R7,18.0,2023-04-20,4.25,2022-10-01,RC1,7.69,7.95,2.0,5.0,0.0,0.0,0.0,0.0,234.0,2023,4,234
162 TU 39,7,IV,R7,18.0,2023-05-23,4.25,2022-10-01,RC1,8.33,11.01,6.3,5.0,0.0,0.0,140.0,0.0,84.0,2023,5,84
162 TU 39,8,IV,R7,18.0,2023-06-23,4.25,2022-10-01,RC1,6.62,11.9,7.9,0.0,0.0,0.0,190.0,0.0,115.0,2023,6,115
162 TU 39,9,IV,R7,18.0,2023-07-24,4.25,2022-10-01,RC1,8.33,13.87,3.1,5.0,7.0,0.0,200.0,0.0,146.0,2023,7,146
162 TU 39,10,IV,R7,18.0,2023-08-28,4.25,2022-10-01,RC1,10.56,15.76,7.3,0.0,0.0,0.0,140.0,0.0,15.0,2023,8,15
162 TU 39,11,IV,R7,18.0,2023-08-01,4.25,2022-10-01,RC1,10.56,15.76,7.3,0.0,0.0,0.0,140.0,0.0,15.0,2023,8,15
102 TU 22,3,IV,GMP 3,20.0,2023-01-15,10.4,2022-10-01,RC1,0.88,0.56,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
102 TU 22,4,IV,GMP 3,20.0,2023-02-14,10.4,2022-10-01,RC1,1.2,3.64,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
102 TU 22,5,IV,GMP 3,20.0,2023-03-21,10.4,2022-10-01,RC1,0.53,1.83,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
102 TU 22,6,IV,GMP 3,20.0,2023-04-14,10.4,2022-10-01,RC1,8.05,4.04,1.21,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
102 TU 22,7,IV,GMP 3,20.0,2023-05-19,10.4,2022-10-01,RC1,8.15,5.11,1.75,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
102 TU 22,8,IV,GMP 3,20.0,2023-06-15,10.4,2022-10-01,RC1,11.15,7.17,2.58,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
102 TU 22,9,IV,GMP 3,20.0,2023-07-14,10.4,2022-10-01,RC1,8.77,8.83,3.63,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
102 TU 22,10,IV,GMP 3,20.0,2023-07-01,10.4,2022-10-01,RC1,8.77,8.83,3.63,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
102 TU 22,11,IV,GMP 3,20.0,2023-08-01,10.4,2022-10-01,RC1,8.77,8.83,3.63,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
158 TU 50,3,IV,GMP 3,18.0,2023-01-15,6.63,2022-10-01,RC1,0.0,0.36,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
158 TU 50,4,IV,GMP 3,18.0,2023-02-25,6.63,2022-10-01,RC1,0.0,0.73,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
158 TU 50,5,IV,GMP 3,18.0,2023-03-25,6.63,2022-10-01,RC1,0.0,1.98,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
158 TU 50,6,IV,GMP 3,18.0,2023-04-21,6.63,2022-10-01,RC1,2.33,5.35,1.15,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
158 TU 50,7,IV,GMP 3,18.0,2023-05-23,6.63,2022-10-01,RC1,4.29,6.86,2.8,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
158 TU 50,8,IV,GMP 3,18.0,2023-06-23,6.63,2022-10-01,RC1,3.85,8.28,4.1,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
158 TU 50,9,IV,GMP 3,18.0,2023-07-24,6.63,2022-10-01,RC1,2.79,9.91,5.0,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
158 TU 50,10,IV,GMP 3,18.0,2023-07-01,6.63,2022-10-01,RC1,2.79,9.91,5.0,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
158 TU 50,11,IV,GMP 3,18.0,2023-08-01,6.63,2022-10-01,RC1,2.79,9.91,5.0,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
117 TU 10,3,IV,GMP 3,27.0,2023-01-15,8.24,2022-10-01,RC1,0.0,0.18,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
117 TU 10,4,IV,GMP 3,27.0,2023-02-14,8.24,2022-10-01,RC1,0.81,2.01,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
117 TU 10,5,IV,GMP 3,27.0,2023-03-21,8.24,2022-10-01,RC1,0.0,1.47,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
117 TU 10,6,IV,GMP 3,27.0,2023-04-13,8.24,2022-10-01,RC1,1.6,3.19,0.5,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
117 TU 10,7,IV,GMP 3,27.0,2023-05-16,8.24,2022-10-01,RC1,2.58,4.04,0.2,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
117 TU 10,8,IV,GMP 3,27.0,2023-06-18,8.24,2022-10-01,RC1,4.7,5.06,2.45,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
117 TU 10,9,IV,GMP 3,27.0,2023-07-18,8.24,2022-10-01,RC1,2.65,5.89,1.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
117 TU 10,10,IV,GMP 3,27.0,2023-07-01,8.24,2022-10-01,RC1,2.65,5.89,1.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
117 TU 10,11,IV,GMP 3,27.0,2023-08-01,8.24,2022-10-01,RC1,2.65,5.89,1.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
128 TU 12,3,IV,GMP 3,28.0,2023-01-15,4.18,2022-10-01,RC1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
128 TU 12,4,IV,GMP 3,28.0,2023-02-24,4.18,2022-10-01,RC1,0.0,3.03,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
128 TU 12,5,IV,GMP 3,28.0,2023-03-23,4.18,2022-10-01,RC1,1.2,1.59,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
128 TU 12,6,IV,GMP 3,28.0,2023-04-21,4.18,2022-10-01,RC1,8.0,3.11,2.7,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
128 TU 12,7,IV,GMP 3,28.0,2023-05-22,4.18,2022-10-01,RC1,7.83,4.64,1.9,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
128 TU 12,8,IV,GMP 3,28.0,2023-06-22,4.18,2022-10-01,RC1,12.0,7.45,4.8,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
128 TU 12,9,IV,GMP 3,28.0,2023-07-24,4.18,2022-10-01,RC1,7.3,11.85,5.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
128 TU 12,10,IV,GMP 3,28.0,2023-07-01,4.18,2022-10-01,RC1,7.3,11.85,5.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
128 TU 12,11,IV,GMP 3,28.0,2023-08-01,4.18,2022-10-01,RC1,7.3,11.85,5.9,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
128 TU 14,3,IV,GMP 3,28.0,2023-01-15,2.58,2022-10-01,RC1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,233.0,2023,1,233
128 TU 14,4,IV,GMP 3,28.0,2023-02-24,2.58,2022-10-01,RC1,0.0,2.59,0.0,5.0,0.0,0.0,0.0,0.0,313.0,2023,2,313
128 TU 14,5,IV,GMP 3,28.0,2023-03-23,2.58,2022-10-01,RC1,2.13,3.28,0.0,5.0,0.0,0.0,160.0,0.0,402.0,2023,3,402
128 TU 14,6,IV,GMP 3,28.0,2023-04-21,2.58,2022-10-01,RC1,6.67,3.26,2.0,5.0,5.0,0.0,0.0,0.0,234.0,2023,4,234
128 TU 14,7,IV,GMP 3,28.0,2023-05-22,2.58,2022-10-01,RC1,7.69,5.32,1.17,5.0,0.0,6.0,170.0,0.0,84.0,2023,5,84
128 TU 14,8,IV,GMP 3,28.0,2023-06-22,2.58,2022-10-01,RC1,9.33,9.77,4.67,5.0,5.0,0.0,190.0,0.0,115.0,2023,6,115
128 TU 14,9,IV,GMP 3,28.0,2023-07-25,2.58,2022-10-01,RC1,4.82,12.9,3.17,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
128 TU 14,10,IV,GMP 3,28.0,2023-07-01,2.58,2022-10-01,RC1,4.82,12.9,3.17,5.0,6.0,16.0,200.0,0.0,146.0,2023,7,146
128 TU 14,11,IV,GMP 3,28.0,2023-08-01,2.58,2022-10-01,RC1,4.82,12.9,3.17,5.0,6.0,16.0,200.0,0.0,146.0,2023,8,15
145 BS 08,3,V,R06,21.0,2023-01-15,8.77,2022-10-01,PC,1.1,2.74,0.0,5.0,0.0,0.0,200.0,0.0,225.0,2023,1,225
145 BS 08,4,V,R06,21.0,2023-02-09,8.77,2022-10-01,PC,0.0,1.2,0.0,4.0,0.0,0.0,190.0,0.0,286.0,2023,2,286
145 BS 08,5,V,R06,21.0,2023-03-25,8.77,2022-10-01,PC,2.13,3.87,0.0,5.0,0.0,0.0,140.0,0.0,494.0,2023,3,494
145 BS 08,6,V,R06,21.0,2023-04-30,8.77,2022-10-01,PC,6.13,8.04,0.95,6.0,5.0,0.0,0.0,0.0,168.0,2023,4,168
145 BS 08,7,V,R06,21.0,2023-05-19,8.77,2022-10-01,PC,6.67,11.64,0.45,5.0,0.0,0.0,400.0,0.0,128.0,2023,5,128
145 BS 08,8,V,R06,21.0,2023-06-14,8.77,2022-10-01,PC,5.62,13.79,0.25,6.0,0.0,0.0,160.0,10.3,140.0,2023,6,140
145 BS 08,9,V,R06,21.0,2023-07-25,8.77,2022-10-01,PC,8.97,12.66,1.1,6.0,0.0,0.0,160.0,0.0,97.0,2023,7,97
145 BS 08,10,V,R06,4.0,2023-08-30,8.77,2022-10-01,PC,8.54,12.9,1.15,0.0,0.0,0.0,190.0,0.0,0.0,2023,8,0
145 BS 08,11,V,R06,4.0,2023-08-01,8.77,2022-10-01,PC,8.54,12.9,1.15,0.0,0.0,0.0,190.0,0.0,0.0,2023,8,0
106 BU 05,3,V,R86,18.0,2023-01-15,3.27,2022-10-01,RC1,0.0,2.33,0.0,5.0,0.0,0.0,0.0,0.0,225.0,2023,1,225
106 BU 05,4,V,R86,18.0,2023-02-07,3.27,2022-10-01,RC1,3.08,0.96,0.0,5.0,0.0,0.0,0.0,0.0,286.0,2023,2,286
106 BU 05,5,V,R86,18.0,2023-03-20,3.27,2022-10-01,RC1,3.85,2.72,3.0,6.0,0.0,0.0,80.0,0.0,494.0,2023,3,494
106 BU 05,6,V,R86,18.0,2023-04-14,3.27,2022-10-01,RC1,4.26,4.18,1.3,7.0,0.0,0.0,120.0,0.0,168.0,2023,4,168
106 BU 05,7,V,R86,18.0,2023-05-09,3.27,2022-10-01,RC1,3.45,4.48,1.8,5.0,0.0,0.0,0.0,0.0,128.0,2023,5,128
106 BU 05,8,V,R86,18.0,2023-06-08,3.27,2022-10-01,RC1,3.01,5.03,0.9,5.0,5.0,10.0,90.0,10.1,140.0,2023,6,140
106 BU 05,9,V,R86,18.0,2023-07-27,3.27,2022-10-01,RC1,8.33,5.9,60.6,6.0,0.0,0.0,300.0,0.0,97.0,2023,7,97
106 BU 05,10,V,R86,18.0,2023-07-01,3.27,2022-10-01,RC1,8.33,5.9,60.6,6.0,0.0,0.0,300.0,0.0,97.0,2023,7,97
106 BU 05,11,V,R86,18.0,2023-08-01,3.27,2022-10-01,RC1,8.33,5.9,60.6,6.0,0.0,0.0,300.0,0.0,97.0,2023,8,0
113 BS 03,3,V,GMP 7,24.0,2023-01-15,4.98,2022-10-01,RC1,0.0,2.32,0.0,5.0,5.0,0.0,0.0,0.0,225.0,2023,1,225
113 BS 03,4,V,GMP 7,24.0,2023-02-07,4.98,2022-10-01,RC1,0.88,1.78,0.0,5.0,5.0,0.0,120.0,0.0,286.0,2023,2,286
113 BS 03,5,V,GMP 7,24.0,2023-03-17,4.98,2022-10-01,RC1,0.67,9.43,0.15,5.0,0.0,0.0,120.0,0.0,494.0,2023,3,494
113 BS 03,6,V,GMP 7,24.0,2023-04-10,4.98,2022-10-01,RC1,3.85,10.95,0.45,6.0,5.0,0.0,0.0,0.0,168.0,2023,4,168
113 BS 03,7,V,GMP 7,24.0,2023-05-08,4.98,2022-10-01,RC1,4.78,13.83,12.3,5.0,5.0,10.0,130.0,10.0,128.0,2023,5,128
113 BS 03,8,V,GMP 7,24.0,2023-06-08,4.98,2022-10-01,RC1,5.53,15.86,3.35,6.0,5.0,0.0,110.0,10.3,140.0,2023,6,140
113 BS 03,9,V,GMP 7,24.0,2023-07-11,4.98,2022-10-01,RC1,7.84,12.87,16.6,6.0,5.0,0.0,0.0,0.0,97.0,2023,7,97
113 BS 03,10,V,GMP 7,24.0,2023-07-01,4.98,2022-10-01,RC1,7.84,12.87,16.6,6.0,5.0,0.0,0.0,0.0,97.0,2023,7,97
113 BS 03,11,V,GMP 7,24.0,2023-08-01,4.98,2022-10-01,RC1,7.84,12.87,16.6,6.0,5.0,0.0,0.0,0.0,97.0,2023,8,0
159 BU 15,3,V,GMP 7,9.0,2023-01-15,4.72,2022-10-01,RC1,2.97,1.79,0.0,5.0,5.0,0.0,0.0,0.0,225.0,2023,1,225
159 BU 15,4,V,GMP 7,9.0,2023-02-14,4.72,2022-10-01,RC1,0.0,3.79,0.0,5.0,5.0,0.0,120.0,0.0,286.0,2023,2,286
159 BU 15,5,V,GMP 7,9.0,2023-03-23,4.72,2022-10-01,RC1,1.37,3.53,0.0,5.0,0.0,0.0,120.0,0.0,494.0,2023,3,494
159 BU 15,6,V,GMP 7,9.0,2023-04-30,4.72,2022-10-01,RC1,6.22,15.74,0.15,6.0,5.0,0.0,0.0,0.0,168.0,2023,4,168
159 BU 15,7,V,GMP 7,9.0,2023-05-12,4.72,2022-10-01,RC1,6.6,17.07,1.0,5.0,5.0,10.0,130.0,10.0,128.0,2023,5,128
159 BU 15,8,V,GMP 7,9.0,2023-06-09,4.72,2022-10-01,RC1,6.91,21.02,0.6,6.0,5.0,0.0,110.0,10.3,140.0,2023,6,140
159 BU 15,9,V,GMP 7,9.0,2023-07-21,4.72,2022-10-01,RC1,6.07,22.96,1.55,6.0,5.0,0.0,0.0,0.0,97.0,2023,7,97
159 BU 15,10,V,GMP 7,9.0,2023-07-01,4.72,2022-10-01,RC1,6.07,22.96,1.55,6.0,5.0,0.0,0.0,0.0,97.0,2023,7,97
